"""MaStR-Nr. der Einheit""";Anzeige-Name der Einheit;Bruttoleistung der Einheit;Nettonennleistung der Einheit;Inbetriebnahmedatum der Einheit;Registrierungsdatum der Einheit;Bundesland;Postleitzahl;Ort;Anzahl der Solar-Module;Hauptausrichtung der Solar-Module;Inbetriebnahmedatum der EEG-Anlage;Coords;Wetter-ID
SEE981479675268;Hausdach;5,8;5,5;13.09.2011;22.02.2019;Hamburg;22399;Hamburg;29.0;Nord-West;13.09.2011;[53.6638384, 10.0722229];4039
SEE955225838610;Rahlstedt A;10,8;10,8;30.01.2019;25.02.2019;Hamburg;22143;Hamburg;72.0;West;30.01.2019;[53.6065558, 10.1637302];4039
SEE969209765670;PV-Anlage Hausdach;5,83;5;24.10.2017;25.02.2019;Hamburg;21147;Hamburg;22.0;SÃ¼d;24.10.2017;[53.4781843, 9.8768076];4039
SEE936047542404;PV Bramfelder Weg 35;4,5;4;15.12.2009;07.03.2019;Hamburg;22159;Hamburg;24.0;SÃ¼d;15.12.2009;[53.615857, 10.1196276];4039
SEE936247579613;Hausdach (Flachdach);2;1,55;15.08.1997;25.02.2019;Hamburg;21077;Hamburg;40.0;SÃ¼d;15.08.1997;[53.550341, 10.000654];4039
SEE977137460864;Hausdach;4,48;4,48;08.10.2018;26.02.2019;Hamburg;21149;Hamburg;14.0;SÃ¼d;08.10.2018;[53.467191, 9.8560631];4039
SEE987561381185;Hausdach;5,55;5,55;11.04.2011;26.02.2019;Hamburg;22455;Hamburg;30.0;SÃ¼d;11.04.2011;[53.550341, 10.000654];4039
SEE934409174249;PV Dach;9,9;9,9;01.02.2017;26.02.2019;Hamburg;21037;Hamburg;33.0;West;01.02.2017;[53.4351527, 10.1484351];4039
SEE900169282036;PV-Anlage;8,96;8;19.06.2018;26.02.2019;Hamburg;21035;Hamburg;28.0;SÃ¼d;19.06.2018;[53.482356, 10.1714862];4039
SEE988588493509;PV Begel;1,48;1,48;15.07.2011;27.02.2019;Hamburg;22359;Hamburg;8.0;SÃ¼d;15.07.2011;[53.655975, 10.1629858];4039
SEE935133076601;Sonnenschein âï¸;7,88;7,88;18.12.2008;27.02.2019;Hamburg;22359;Hamburg;35.0;SÃ¼d-West;18.12.2008;[53.655975, 10.1629858];4039
SEE948457239980;Hagenbeck;149,695;145;20.12.2010;27.02.2019;Hamburg;22527;Hamburg;637.0;SÃ¼d;20.12.2010;[53.550341, 10.000654];4039
SEE900718353750;Bergedorf;8,4;7,4;13.10.2008;27.02.2019;Hamburg;21033;Hamburg;56.0;SÃ¼d;13.10.2008;[53.5010368, 10.1796657];4039
SEE941302550162;Hausdach;4;4;01.02.2007;27.02.2019;Hamburg;22457;Hamburg;80.0;SÃ¼d;01.02.2007;[53.6375593, 9.9110214];4039
SEE971810683571;50-50-SBH-Anlage;3,83;3,8;01.11.2009;28.02.2019;Hamburg;22179;Hamburg;17.0;SÃ¼d-West;30.11.2009;[53.550341, 10.000654];4039
SEE924154914573;HSV;1,9;1,9;29.03.2012;28.02.2019;Hamburg;22179;Hamburg;10.0;SÃ¼d-West;29.03.2012;[53.550341, 10.000654];4039
SEE948010789266;Photovoltaik-98;1,08;0,85;13.05.1998;28.02.2019;Hamburg;22179;Hamburg;18.0;SÃ¼d-West;13.05.1998;[53.550341, 10.000654];4039
SEE954260245520;5,16kW;5,16;5,16;01.09.2008;12.05.2020;Hamburg;22177;Hamburg;24.0;SÃ¼d;01.09.2008;[53.550341, 10.000654];4039
SEE943878710544;Hausdach;5,13;5,13;15.08.2018;01.03.2019;Hamburg;22589;Hamburg;18.0;SÃ¼d-West;15.08.2018;[53.5780697, 9.8129384];4039
SEE951038219448;ALBERT;3,18;2,5;01.08.1994;21.03.2019;Hamburg;22765;Hamburg;16.0;SÃ¼d-Ost;01.08.1994;[53.550341, 10.000654];4039
SEE951648695595;Hausdach;2,04;2,04;18.02.2016;09.04.2019;Hamburg;22549;Hamburg;8.0;SÃ¼d;18.02.2016;[53.5846012, 9.8593302];4039
SEE998400910411;Eidelhaus;3;3;12.01.2015;11.03.2019;Hamburg;22523;Hamburg;12.0;SÃ¼d;12.01.2015;[53.611792, 9.8940385];4039
SEE963003945245;Dachanlage;2,16;2,1;23.03.2005;02.03.2019;Hamburg;22395;Hamburg;12.0;SÃ¼d;23.03.2005;[53.6667313, 10.1165789];4039
SEE913992256730;Dach HH;9,84;9,2;15.09.2013;02.03.2019;Hamburg;22393;Hamburg;41.0;SÃ¼d-West;15.09.2013;[53.6477044, 10.1151804];4039
SEE985532234157;Hausdach 1;3,84;3,1;17.10.1997;26.07.2020;Hamburg;21077;Hamburg;32.0;SÃ¼d;17.10.1997;[53.550341, 10.000654];4039
SEE925086469018;Einheiten Hausdach;4,02;4;15.08.2017;03.03.2019;Hamburg;22159;Hamburg;12.0;SÃ¼d-Ost;15.08.2017;[53.615857, 10.1196276];4039
SEE993027430854;PV-Hausdach;9,9;8,3;13.06.2018;04.03.2019;Hamburg;22415;Hamburg;33.0;SÃ¼d;13.06.2018;[53.550341, 10.000654];4039
SEE933209364768;PV10348925;15,745;13,8;09.07.2017;01.04.2019;Hamburg;21073;Hamburg;47.0;West;09.07.2017;[53.550341, 10.000654];4039
SEE922434759821;Halle Hamburg;112,21;106;28.11.2013;20.03.2019;Hamburg;20097;Hamburg;458.0;SÃ¼d;28.11.2013;[53.550341, 10.000654];4039
SEE992031386607;PV10348928;8,04;8;01.12.2017;02.04.2019;Hamburg;22523;Hamburg;24.0;SÃ¼d;01.12.2017;[53.611792, 9.8940385];4039
SEE911541822474;PV10348927;8,04;8;04.11.2017;04.03.2019;Hamburg;21075;Hamburg;24.0;SÃ¼d-West;04.11.2017;[53.550341, 10.000654];4039
SEE999581279427;Hausdach;3,9;3,5;03.07.2018;04.03.2019;Hamburg;22145;Hamburg;13.0;SÃ¼d;03.07.2018;[53.6281342, 10.16261];4039
SEE915494636324;PV Dach;5,7;5,7;20.04.2018;05.03.2019;Hamburg;22453;Hamburg;19.0;SÃ¼d;20.04.2018;[53.550341, 10.000654];4039
SEE975560284125;PV_9.92kW;9,92;8,5;13.04.2018;05.03.2019;Hamburg;22549;Hamburg;31.0;SÃ¼d-Ost;13.04.2018;[53.5846012, 9.8593302];4039
SEE981431135854;ABR992526019737;5,13;3,68;30.01.2019;05.03.2019;Hamburg;22117;Hamburg;18.0;SÃ¼d;30.01.2019;[53.5437641, 10.0099133];4039
SEE983525046381;Hausdach;8,05;8,05;21.08.2009;05.03.2019;Hamburg;22117;Hamburg;45.0;SÃ¼d;21.08.2009;[53.5437641, 10.0099133];4039
SEE992889405895;PV-Anlage;7,04;4,6;05.03.2019;05.03.2019;Hamburg;22149;Hamburg;22.0;SÃ¼d;05.03.2019;[53.5919645, 10.1620723];4039
SEE904704289436;PV-Anlage;3,84;3,84;05.03.2019;05.03.2019;Hamburg;22149;Hamburg;12.0;SÃ¼d;05.03.2019;[53.5919645, 10.1620723];4039
SEE908094571164;K24A-PV-Hausdach;6,72;4,6;15.10.2018;06.03.2019;Hamburg;22175;Hamburg;21.0;SÃ¼d;15.10.2018;[53.6268746, 10.1015902];4039
SEE983533280586;Hausdach;1;1;16.09.2010;06.03.2019;Hamburg;22455;Hamburg;1.0;SÃ¼d;16.09.2010;[53.550341, 10.000654];4039
SEE946766381925;DachLimo;4,93;4,5;10.04.2015;06.03.2019;Hamburg;22547;Hamburg;17.0;Ost;10.04.2015;[53.5991257, 9.8775211];4039
SEE970601612691;Jacob Verwaltungs GBR;5,16;5,16;21.01.2019;06.03.2019;Hamburg;22549;Hamburg;24.0;SÃ¼d;21.01.2019;[53.5846012, 9.8593302];4039
SEE940031388725;Severin;7,29;7;19.07.2018;06.03.2019;Hamburg;21109;Hamburg;27.0;SÃ¼d;19.07.2018;[53.550341, 10.000654];4039
SEE912149037604;Solarquelle 1;6;5;03.11.2017;07.03.2019;Hamburg;22589;Hamburg;20.0;SÃ¼d;03.11.2017;[53.5780697, 9.8129384];4039
SEE903636588785;POBOHH;29,9;29,9;16.12.2009;04.04.2019;Hamburg;22399;Hamburg;152.0;SÃ¼d-West;16.12.2009;[53.6638384, 10.0722229];4039
SEE961791783582;SchimmelmannstraÃe 157;80,16;76,5;29.03.2012;08.03.2019;Hamburg;22043;Hamburg;158.0;SÃ¼d;29.03.2012;[53.550341, 10.000654];4039
SEE990889336294;Hausdach;4,8;4,8;28.07.2005;15.03.2019;Hamburg;22339;Hamburg;40.0;SÃ¼d;22.07.2005;[53.550341, 10.000654];4039
SEE973693554078;Dachanlage 4,32;4,32;4,32;29.08.2013;09.03.2019;Hamburg;21109;Hamburg;18.0;SÃ¼d-Ost;29.08.2013;[53.550341, 10.000654];4039
SEE948791605625;Hausdach;5,406;5;07.10.2011;10.03.2019;Hamburg;21077;Hamburg;17.0;SÃ¼d;07.10.2011;[53.550341, 10.000654];4039
SEE995566781541;Photovoltaikanlage;5,4;4;12.08.2013;10.03.2019;Hamburg;22417;Hamburg;24.0;West;12.08.2013;[53.6704119, 10.0270286];4039
SEE956482098601;HAUSDACH;9,3;9,3;05.01.2019;10.03.2019;Hamburg;22393;Hamburg;31.0;SÃ¼d-Ost;05.01.2019;[53.6477044, 10.1151804];4039
SEE959927907155;Sonne24;7,68;7,68;05.09.2018;12.03.2019;Hamburg;22393;Hamburg;24.0;SÃ¼d-West;05.09.2018;[53.6477044, 10.1151804];4039
SEE940568513911;IV-00049-E-17;4,95;4,2;24.10.2017;11.03.2019;Hamburg;22399;Hamburg;18.0;Ost;24.10.2017;[53.6638384, 10.0722229];4039
SEE964912304499;PV-Anlage-Wiesenknopfstieg;6,12;5;29.10.2013;11.03.2019;Hamburg;22119;Hamburg;24.0;West;29.10.2013;[53.550341, 10.000654];4039
SEE939459690367;Hausdach_Diz;9,44;9,44;19.10.2018;12.07.2019;Hamburg;21147;Hamburg;32.0;SÃ¼d-Ost;19.10.2018;[53.4781843, 9.8768076];4039
SEE906851399440;Hausdach Altbau;9,92;9,92;08.12.2017;11.03.2019;Hamburg;22147;Hamburg;31.0;Ost;08.12.2017;[53.6118613, 10.1375976];4039
SEE956667485639;BÃ¼rodach;9,69;9,69;14.11.2018;11.03.2019;Hamburg;21035;Hamburg;34.0;SÃ¼d-Ost;14.11.2018;[53.482356, 10.1714862];4039
SEE941464491549;Photovoltaikanlage-Wengelink;4,48;4;11.10.2016;11.03.2019;Hamburg;22045;Hamburg;14.0;SÃ¼d;11.10.2016;[53.5839495, 10.1308382];4039
SEE946775277745;DSA 4.14;4,05;3,3;29.06.2009;11.03.2019;Hamburg;21077;Hamburg;45.0;SÃ¼d-Ost;29.06.2009;[53.550341, 10.000654];4039
SEE948846579376;MONO 2.64;2,64;2,5;27.05.2010;11.03.2019;Hamburg;21077;Hamburg;11.0;SÃ¼d-Ost;27.05.2010;[53.550341, 10.000654];4039
SEE978010709650;PV-Anlage WE2003;29,64;25;01.11.2016;12.03.2019;Hamburg;20357;Hamburg;114.0;Ost;01.11.2016;[53.550341, 10.000654];4039
SEE932725634409;PV-Anlage WE1042;28,62;25;06.04.2017;12.03.2019;Hamburg;20355;Hamburg;108.0;Ost;06.04.2017;[53.550341, 10.000654];4039
SEE952987014757;Hausdach;4,6;4,6;15.12.2011;12.03.2019;Hamburg;21039;Hamburg;33.0;SÃ¼d-West;15.12.2011;[53.4513175, 10.2547253];1736
SEE992651727354;SÃ¼ddach;5,85;5,85;25.08.2010;12.03.2019;Hamburg;22393;Hamburg;26.0;SÃ¼d;25.08.2010;[53.6477044, 10.1151804];4039
SEE956376992763;PV_Anlage WE5045;25,08;25;28.10.2016;12.03.2019;Hamburg;22399;Hamburg;76.0;SÃ¼d-Ost;28.10.2016;[53.6638384, 10.0722229];4039
SEE916314848415;TM_HH;22,88;22,88;10.07.2015;12.03.2019;Hamburg;22041;Hamburg;88.0;SÃ¼d;10.07.2015;[53.550341, 10.000654];4039
SEE998728770407;Fotovoltaik, Hausdach;5,72;5,72;16.07.2018;12.03.2019;Hamburg;21075;Hamburg;22.0;SÃ¼d-Ost;16.07.2018;[53.550341, 10.000654];4039
SEE908170325841;Balkon Garten vorne;7,42;7;23.06.2013;12.03.2019;Hamburg;22523;Hamburg;28.0;SÃ¼d-West;23.06.2013;[53.611792, 9.8940385];4039
SEE910166969946;Gut KarlshÃ¶he;21,76;21,76;01.11.2008;12.03.2019;Hamburg;22175;Hamburg;128.0;SÃ¼d;01.11.2008;[53.6268746, 10.1015902];4039
SEE957692529329;Parkplatz Garten hinten;7,7;7;17.06.2018;12.03.2019;Hamburg;22523;Hamburg;28.0;Nord-Ost;17.06.2018;[53.611792, 9.8940385];4039
SEE970832959305;Solax PV Anlage;4,05;3,7;18.03.2019;26.05.2019;Hamburg;22159;Hamburg;;SÃ¼d;18.03.2019;[53.615857, 10.1196276];4039
SEE949133051360;Hausdach;9,12;8,36;01.07.2011;13.03.2019;Hamburg;22399;Hamburg;48.0;SÃ¼d;30.06.2011;[53.6638384, 10.0722229];4039
SEE908394960828;Solaranlage Hausdach;9,9;8;07.03.2019;13.03.2019;Hamburg;22145;Hamburg;33.0;SÃ¼d-West;07.03.2019;[53.6281342, 10.16261];4039
SEE969285899818;MRH-Dach;5,025;4,6;01.10.2013;13.03.2019;Hamburg;22455;Hamburg;15.0;SÃ¼d;01.10.2013;[53.550341, 10.000654];4039
SEE969882427155;Hausdach;4,85;4,85;18.04.2013;14.03.2019;Hamburg;22523;Hamburg;19.0;SÃ¼d-West;18.04.2013;[53.611792, 9.8940385];4039
SEE902238627670;PV Brauhaus;24,6;24,6;25.06.2018;15.03.2019;Hamburg;22041;Hamburg;82.0;SÃ¼d;25.06.2018;[53.550341, 10.000654];4039
SEE910226550152;PV-Anlage WE5037;9,92;7;07.01.2019;15.03.2019;Hamburg;22359;Hamburg;32.0;;07.01.2019;[53.655975, 10.1629858];4039
SEE923464398349;PV-Anlage WE5061;9,92;7;09.01.2019;15.03.2019;Hamburg;22145;Hamburg;32.0;;09.01.2019;[53.6281342, 10.16261];4039
SEE940110235353;PV-Anlage WE2010;9,92;7;14.03.2019;15.03.2019;Hamburg;22761;Hamburg;32.0;;14.03.2019;[53.550341, 10.000654];4039
SEE978236773251;Solaranlage Garage;5,405;3;26.05.2011;16.03.2019;Hamburg;22395;Hamburg;23.0;SÃ¼d;26.05.2011;[53.6667313, 10.1165789];4039
SEE987240471602;Photovoltaikanlage;4,02;4;18.10.2017;16.03.2019;Hamburg;21077;Hamburg;12.0;SÃ¼d;18.10.2017;[53.550341, 10.000654];4039
SEE985892519901;Spiekermarkt;5,025;2,2;18.11.2016;17.03.2019;Hamburg;21037;Hamburg;15.0;SÃ¼d-Ost;18.11.2016;[53.4351527, 10.1484351];4039
SEE983067139251;Hausdach_links;3,12;3;18.10.2017;17.03.2019;Hamburg;22419;Hamburg;12.0;SÃ¼d;18.10.2017;[53.550341, 10.000654];4039
SEE938992406091;PV-Anlage Volksdorf;2,345;2,345;03.07.2017;18.03.2019;Hamburg;22359;Hamburg;7.0;SÃ¼d;03.07.2017;[53.655975, 10.1629858];4039
SEE935328146843;Obsthof Behr GbR;71,28;70;09.11.2011;18.03.2019;Hamburg;21129;Hamburg;324.0;West;09.11.2011;[53.5259453, 9.8372267];4039
SEE917220910586;Hausdach;5,44;5,06;15.09.2011;18.03.2019;Hamburg;21073;Hamburg;5.0;SÃ¼d;15.09.2011;[53.550341, 10.000654];4039
SEE910120961115;Fuhlsbuettelerweg30C;2,75;2,75;31.05.2018;18.03.2019;Hamburg;22453;Hamburg;10.0;SÃ¼d-West;31.05.2018;[53.550341, 10.000654];4039
SEE932494541472;PV-Anlage Hamburg;4,56;4;10.07.2012;18.03.2019;Hamburg;22393;Hamburg;24.0;SÃ¼d;10.07.2012;[53.6477044, 10.1151804];4039
SEE911762414908;Photovoltaik Dach;6,7;6;25.11.2016;05.04.2019;Hamburg;21149;Hamburg;25.0;SÃ¼d-Ost;25.11.2016;[53.467191, 9.8560631];4039
SEE979149586860;PV-Anlage EULE;10,53;10,53;31.05.2012;19.03.2019;Hamburg;22359;Hamburg;54.0;SÃ¼d;31.05.2012;[53.655975, 10.1629858];4039
SEE932596476382;R47 Hausdach;4,5;4,5;29.03.2019;28.03.2019;Hamburg;22397;Hamburg;15.0;SÃ¼d;29.03.2019;[53.6922599, 10.1080226];4039
SEE963688890120;Sonnenklar;2,92;2,5;08.03.2019;19.03.2019;Hamburg;22175;Hamburg;8.0;Nord-West;08.03.2019;[53.6268746, 10.1015902];4039
SEE950956709932;xxx7;4,76;4,76;06.08.2014;19.03.2019;Hamburg;22419;Hamburg;28.0;SÃ¼d;06.08.2014;[53.550341, 10.000654];4039
SEE992415360001;HH_Neugraben_9,92kWp_32Module_SÃ¼ddach;9,92;8,6;10.04.2017;20.03.2019;Hamburg;21149;Hamburg;32.0;SÃ¼d;10.04.2017;[53.467191, 9.8560631];4039
SEE941249341212;Hausdachanlage;8,06;8;01.04.2013;20.03.2019;Hamburg;22395;Hamburg;31.0;SÃ¼d-West;01.04.2013;[53.6667313, 10.1165789];4039
SEE987954279976;Schnelsen 2013;5;4,6;01.11.2013;20.03.2019;Hamburg;22457;Hamburg;24.0;SÃ¼d;01.11.2013;[53.6375593, 9.9110214];4039
SEE941711683895;Photvoltaikanlage;5,53;5;31.03.2014;20.03.2019;Hamburg;22175;Hamburg;17.0;SÃ¼d-West;31.03.2014;[53.6268746, 10.1015902];4039
SEE939843913386;SÃ¼dseite;1,6;1,6;31.07.1997;20.03.2019;Hamburg;22147;Hamburg;16.0;SÃ¼d;31.07.1997;[53.6118613, 10.1375976];4039
SEE968038006664;Kindergarten;18,4;18,4;26.06.2011;18.06.2019;Hamburg;21029;Hamburg;80.0;SÃ¼d-West;26.06.2011;[53.4868773, 10.2233996];1736
SEE991455325933;PV-F-GebÃ¤ude;27,8;25,16;31.05.2010;21.03.2019;Hamburg;22081;Hamburg;185.0;Ost;30.06.2009;[53.550341, 10.000654];4039
SEE928781624461;PV-A-GebÃ¤ude;2,28;2,28;20.04.1998;09.11.2020;Hamburg;22081;Hamburg;185.0;Nord-Ost;20.04.1998;[53.550341, 10.000654];4039
SEE956755966088;Ralf;9,92;9,92;13.08.2018;21.03.2019;Hamburg;21037;Hamburg;31.0;SÃ¼d-West;13.08.2018;[53.4351527, 10.1484351];4039
SEE957617069527;PV-Anlage Hamburg;7,2;7,2;01.02.2011;21.03.2019;Hamburg;22547;Hamburg;32.0;SÃ¼d;21.12.2010;[53.5991257, 9.8775211];4039
SEE920040533323;Dove1;4,86;4,6;20.07.2007;22.03.2019;Hamburg;21039;Hamburg;30.0;SÃ¼d;20.07.2007;[53.4513175, 10.2547253];1736
SEE955009648602;Schimmel;99,5;82;23.09.2011;22.03.2019;Hamburg;22149;Hamburg;398.0;SÃ¼d;23.09.2011;[53.5919645, 10.1620723];4039
SEE910568557666;Solar22393;5,7;5;09.03.2017;23.03.2019;Hamburg;22393;Hamburg;19.0;SÃ¼d;09.03.2017;[53.6477044, 10.1151804];4039
SEE977677678576;Hausdach;3,48;3,48;15.02.2018;22.09.2021;Hamburg;22397;Hamburg;12.0;SÃ¼d-West;15.02.2018;[53.6922599, 10.1080226];4039
SEE922530012790;Sonnendach Curslack;5,4;4,6;28.12.2009;23.03.2019;Hamburg;21039;Hamburg;24.0;SÃ¼d;28.12.2009;[53.4513175, 10.2547253];1736
SEE958552000262;Hausdach;3,15;3,15;30.10.2006;24.03.2019;Hamburg;22453;Hamburg;22.0;SÃ¼d;30.10.2006;[53.550341, 10.000654];4039
SEE900027236126;PV-Hausdach;2,88;2,5;01.04.2005;24.03.2019;Hamburg;22419;Hamburg;18.0;SÃ¼d;01.04.2005;[53.550341, 10.000654];4039
SEE913454213660;Solaranlage;5,22;4;20.12.2009;24.03.2019;Hamburg;22159;Hamburg;21.0;SÃ¼d-West;28.12.2009;[53.615857, 10.1196276];4039
SEE921337713169;Centrosolar-Solarmodul S190 P50;2,66;2,3;30.06.2010;25.03.2019;Hamburg;20149;Hamburg;14.0;SÃ¼d;30.06.2010;[53.550341, 10.000654];4039
SEE978934468756;Hamburg_Sasel;7,8;7,8;16.01.2017;25.03.2019;Hamburg;22395;Hamburg;27.0;SÃ¼d-Ost;16.01.2017;[53.6667313, 10.1165789];4039
SEE998140859537;B2 Kita;13,78;13,78;04.04.2016;25.03.2019;Hamburg;21073;Hamburg;52.0;SÃ¼d-West;04.04.2016;[53.550341, 10.000654];4039
SEE935832975564;IV-00808-E-18;8,55;8,5;05.11.2018;25.03.2019;Hamburg;22547;Hamburg;30.0;SÃ¼d;05.11.2018;[53.5991257, 9.8775211];4039
SEE980085129899;Solar-Marimba;3,15;3;20.03.2019;25.03.2019;Hamburg;22391;Hamburg;10.0;SÃ¼d;20.03.2019;[53.550341, 10.000654];4039
SEE972449287505;HausdachHas;1,92;1,92;30.07.1997;25.03.2019;Hamburg;22587;Hamburg;16.0;SÃ¼d;30.07.1997;[53.5639997, 9.8092706];4039
SEE990570719542;PV-Anlage-GE;6,1;6;01.04.2019;09.09.2020;Hamburg;22159;Hamburg;20.0;SÃ¼d-West;01.04.2019;[53.615857, 10.1196276];4039
SEE921853696823;Martina & Falk RÃ¶bbelen GbR;5,85;5,85;21.03.2019;25.03.2019;Hamburg;22455;Hamburg;18.0;SÃ¼d-West;21.03.2019;[53.550341, 10.000654];4039
SEE976099176820;PV Anlage Hausdach;5,6;5,5;18.03.2019;26.03.2019;Hamburg;21033;Hamburg;20.0;SÃ¼d;18.03.2019;[53.5010368, 10.1796657];4039
SEE950291717203;IV-01063-E-18;4,56;4;20.03.2019;26.03.2019;Hamburg;22397;Hamburg;16.0;West;20.03.2019;[53.6922599, 10.1080226];4039
SEE935817127070;eigene PV;5,64;5;27.11.2009;27.03.2019;Hamburg;22399;Hamburg;24.0;SÃ¼d;27.11.2009;[53.6638384, 10.0722229];4039
SEE906462464988;Hausdach;4,725;4,6;26.03.2019;28.03.2019;Hamburg;22395;Hamburg;15.0;SÃ¼d;26.03.2019;[53.6667313, 10.1165789];4039
SEE965802797407;PV-Anlage Hausdach EiÃendorfer StraÃe;8,32;8,2;24.08.2018;28.03.2019;Hamburg;21073;Hamburg;26.0;SÃ¼d;24.08.2018;[53.550341, 10.000654];4039
SEE945264664363;28.03.2019;8,64;8;28.03.2019;28.03.2019;Hamburg;22453;Hamburg;24.0;SÃ¼d;28.03.2019;[53.550341, 10.000654];4039
SEE959887136343;Gardemin;2,85;2;27.04.2017;28.03.2019;Hamburg;22179;Hamburg;10.0;West;27.04.2017;[53.550341, 10.000654];4039
SEE961177348565;PV 1;9,69;8;17.03.2016;28.03.2019;Hamburg;22763;Hamburg;34.0;SÃ¼d;17.03.2016;[53.550341, 10.000654];4039
SEE923966123715;SÃ¼dseite;8;7;13.02.2015;29.03.2019;Hamburg;21149;Hamburg;32.0;SÃ¼d-Ost;13.02.2015;[53.467191, 9.8560631];4039
SEE912980380730;SÃ¼dseite3;0,78;0,78;07.06.2017;29.03.2019;Hamburg;21149;Hamburg;3.0;SÃ¼d;07.06.2017;[53.467191, 9.8560631];4039
SEE910711419063;Sonnenkraft 19;6,825;6;29.03.2019;29.03.2019;Hamburg;22147;Hamburg;21.0;SÃ¼d;29.03.2019;[53.6118613, 10.1375976];4039
SEE969125207339;GebÃ¤ude 890 PV;10;10;29.01.2014;29.03.2019;Hamburg;22529;Hamburg;40.0;SÃ¼d-Ost;29.01.2014;[53.550341, 10.000654];4039
SEE946047351937;NESHTEC 9,46;9,46;9,46;11.02.2016;30.03.2019;Hamburg;22457;Hamburg;33.0;SÃ¼d-Ost;11.02.2016;[53.6375593, 9.9110214];4039
SEE991776775066;FF-LG-365W-14M;5,11;4;13.03.2019;31.03.2019;Hamburg;21075;Hamburg;14.0;SÃ¼d-West;22.03.2019;[53.550341, 10.000654];4039
SEE951312267813;Solaranlage;5,12;5,102;18.07.2018;18.04.2019;Hamburg;22143;Hamburg;16.0;West;18.07.2018;[53.6065558, 10.1637302];4039
SEE990248007926;Sonnenfalle Farmsen;8,25;6,5;19.12.2011;01.04.2019;Hamburg;22159;Hamburg;75.0;West;19.12.2011;[53.615857, 10.1196276];4039
SEE957819880500;Martina & Falk RÃ¶bbelen GbR;5,39;4,6;26.02.2013;01.04.2019;Hamburg;22455;Hamburg;22.0;SÃ¼d-West;26.02.2013;[53.550341, 10.000654];4039
SEE927506686241;Sonnen-PV;6,03;5,5;23.02.2018;01.04.2019;Hamburg;22335;Hamburg;18.0;West;23.02.2018;[53.550341, 10.000654];4039
SEE905174663504;HHJFW56PV;3,52;3;01.04.2019;02.04.2019;Hamburg;22589;Hamburg;11.0;SÃ¼d;01.04.2019;[53.5780697, 9.8129384];4039
SEE901195063286;MARS92;11,25;11,25;16.09.2015;02.04.2019;Hamburg;20535;Hamburg;45.0;SÃ¼d-West;16.09.2015;[53.550341, 10.000654];4039
SEE943697154239;Hamburg, Bramfelder Str. 86a;14,388;14,388;23.01.2018;03.04.2019;Hamburg;22305;Hamburg;44.0;SÃ¼d-Ost;04.01.2018;[53.550341, 10.000654];4039
SEE947701730891;PV Eselstall;4,3;4,3;02.12.2008;04.04.2019;Hamburg;21037;Hamburg;20.0;SÃ¼d;02.12.2008;[53.4351527, 10.1484351];4039
SEE904346089777;Hausdach;2,68;2,68;02.04.2019;15.08.2019;Hamburg;22527;Hamburg;8.0;SÃ¼d;02.04.2019;[53.550341, 10.000654];4039
SEE949598690586;PV-1;3,55;3;16.01.2018;05.04.2019;Hamburg;22359;Hamburg;10.0;SÃ¼d;16.01.2018;[53.655975, 10.1629858];4039
SEE917729794298;Molkereifachhandel;16,2;16,2;26.03.2019;17.06.2019;Hamburg;20537;Hamburg;60.0;SÃ¼d;26.03.2019;[53.550341, 10.000654];4039
SEE992055984841;Solardach;8,4;8,4;11.03.2019;05.04.2019;Hamburg;22159;Hamburg;28.0;SÃ¼d;11.03.2019;[53.615857, 10.1196276];4039
SEE959181461431;ABR980003789792;9,9;9,9;05.04.2019;06.04.2019;Hamburg;21031;Hamburg;33.0;SÃ¼d-West;05.04.2019;[53.507818, 10.195355];4039
SEE986001801191;Hausdach1;2,56;2,56;30.04.2019;03.05.2019;Hamburg;21149;Hamburg;8.0;SÃ¼d;02.04.2019;[53.467191, 9.8560631];4039
SEE971769868258;PV 1;4,98;4,98;18.03.2019;07.04.2019;Hamburg;21031;Hamburg;24.0;SÃ¼d;18.03.2019;[53.507818, 10.195355];4039
SEE913710240126;Randweide 1;4,02;4;21.12.2015;08.04.2019;Hamburg;21147;Hamburg;12.0;SÃ¼d;21.12.2015;[53.4781843, 9.8768076];4039
SEE943925868952;Randweide 3;4,02;4;21.12.2015;08.04.2019;Hamburg;21147;Hamburg;12.0;SÃ¼d;21.12.2015;[53.4781843, 9.8768076];4039
SEE900350219346;Hausdach;9,49;9,49;19.03.2019;10.04.2019;Hamburg;22047;Hamburg;26.0;SÃ¼d-Ost;19.03.2019;[53.550341, 10.000654];4039
SEE919316180033;Hausdach Photovoltaik;9,6;7;20.02.2018;09.04.2019;Hamburg;22397;Hamburg;32.0;SÃ¼d-Ost;20.02.2018;[53.6922599, 10.1080226];4039
SEE933753113355;Fotovoltaikanlage;4,6;4,6;10.03.2009;13.04.2019;Hamburg;21037;Hamburg;20.0;SÃ¼d-West;10.03.2009;[53.4351527, 10.1484351];4039
SEE964956493968;Dach MK;4,14;4;20.09.2011;14.04.2019;Hamburg;22147;Hamburg;18.0;West;20.09.2011;[53.6118613, 10.1375976];4039
SEE954072199271;Dach;3,91;3,91;03.11.2011;19.04.2019;Hamburg;22175;Hamburg;17.0;SÃ¼d;03.11.2011;[53.6268746, 10.1015902];4039
