ID;KreisPot;KreisVor;StadtPot;StadtVor;haPot;haVor
PR2_RDE_123;Rendsburg-Eckernförde;-;Oldenhütten;-;48;-
PR2_RDE_124;Rendsburg-Eckernförde;-;Nienborstel, Nindorf, Remmels, Stafstedt;-;55;-
PR2_RDE_125;Rendsburg-Eckernförde;-;Bargstedt, Gnutz, Nortorf;-;157,5;-
PR2_RDE_126;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Gnutz, Schülp b. Nortorf, Timmaspe;Gnutz, Schülp b. Nortorf, Timmaspe;89,7;85,9
PR2_RDE_127;Rendsburg-Eckernförde;-;Todenbüttel;-;90,7;-
PR2_RDE_128;Rendsburg-Eckernförde;-;Nindorf, Remmels;-;24,7;-
PR2_RDE_129;Rendsburg-Eckernförde;-;Nindorf, Oldenhütten;-;57,1;-
PR2_RDE_130;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Krogaspe, Loop;Krogaspe, Loop;102,7;57,7
PR2_RDE_132;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Aukrug, Gnutz;Gnutz;197,2;74,9
PR2_RDE_133;Rendsburg-Eckernförde;-;Krogaspe, Timmaspe;-;22,3;-
PR2_RDE_134;Rendsburg-Eckernförde;-;Heinkenborstel;-;34,6;-
PR2_RDE_135;Rendsburg-Eckernförde;-;Nindorf, Remmels;-;87,3;-
PR2_RDE_136;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Nienborstel, Remmels;Remmels;82;31
PR2_RDE_137;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Gnutz, Timmaspe;Gnutz, Timmaspe;436,3;180,5
PR2_RDE_138;Rendsburg-Eckernförde;-;Nindorf;-;33,1;-
PR2_RDE_139;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Beringstedt, Gokels, Lütjenwestedt, Seefeld,Todenbüttel;Gokels, Lütjenwestedt, Seefeld;286,6;103,8
PR2_RDE_140;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Nienborstel, Osterstedt;Nienborstel, Osterstedt;54,7;45,1
PR2_RDE_141;Rendsburg-Eckernförde;-;Timmaspe;-;32,6;-
PR2_RDE_142;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Beldorf, Bornholt, Steenfeld;Beldorf, Bornholt, Steenfeld;141,5;118,7
PR2_RDE_144;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Bendorf, Thaden;Bendorf, Thaden;273,4;238,3
PR2_RDE_145;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Aukrug, Gnutz;Aukrug;108,4;73,7
PR2_RDE_147;Rendsburg-Eckernförde;-;Hohenwestedt, Wapelfeld;-;115,6;-
PR2_RDE_148;Rendsburg-Eckernförde;-;Wasbek;-;17,2;-
PR2_RDE_150;Rendsburg-Eckernförde;-;Osterstedt, Puls, Reher;-;61,8;-
PR2_RDE_155;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Aukrug, Wasbek;Aukrug, Wasbek;61,6;55,4
PR2_RDE_156;Rendsburg-Eckernförde;-;Hohenwestedt, Tappendorf;-;59,6;-
PR2_RDE_157;Rendsburg-Eckernförde;-;Bendorf, Thaden;-;91,1;-
PR2_RDE_158;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Bendorf, Bornholt;Bendorf, Bornholt;25;18,1
PR2_RDE_159;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Hohenwestedt, Jahrsdorf, Wapelfeld;Hohenwestedt, Jahrsdorf, Wapelfeld;157;25,5
PR2_RDE_161;Rendsburg-Eckernförde;-;Bendorf;-;57,2;-
PR2_RDE_162;Rendsburg-Eckernförde;-;Aukrug, Grauel, Meezen;-;152,7;-
PR2_RDE_164;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Arpsdorf, Padenstedt;Padenstedt;61,2;20,9
PR2_RDE_301;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Gammelby, Rieseby;Gammelby, Rieseby;65,5;42,2
PR2_RDE_303;Rendsburg-Eckernförde;-;Osterby, Windeby;-;97,3;-
PR2_RDE_304;Rendsburg-Eckernförde;-;Altenholz, Felm;-;45,8;-
PR2_RDE_306;Rendsburg-Eckernförde;-;Rodenbek;-;45,8;-
PR2_RDE_307;Rendsburg-Eckernförde;-;Rodenbek, Rumohr, Schierensee;-;15,1;-
PR2_RDE_308;Rendsburg-Eckernförde;-;Bissee, Brügge;-;27,6;-
PR2_RDE_309;Rendsburg-Eckernförde;-;Jevenstedt, Osterrönfeld;-;65,1;-
PR2_RDE_310;Rendsburg-Eckernförde;-;Jevenstedt;-;47;-
PR2_RDE_311;Rendsburg-Eckernförde;-;Krogaspe, Wasbek;-;45;-
PR2_RDE_312;Rendsburg-Eckernförde;-;Timmaspe, Wasbek;-;15,1;-
PR2_RDE_313;Rendsburg-Eckernförde;-;Wasbek;-;125,2;-
PR2_RDE_314;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Aukrug, Ehndorf, Wasbek;Aukrug, Ehndorf, Wasbek;226,6;179,3
PR2_RDE_315;Rendsburg-Eckernförde;-;Ehndorf;-;36;-
PR2_RDE_316;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Arpsdorf, Padenstedt;Arpsdorf, Padenstedt;115,7;85,2
PR2_RDE_317;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Padenstedt;Padenstedt;74,2;34,5
PR2_RDE_401;Rendsburg-Eckernförde;-;Kosel;-;47,1;-
PR2_RDE_402;Rendsburg-Eckernförde;-;Gammelby, Kosel, Rieseby;-;37,9;-
PR2_RDE_403;Rendsburg-Eckernförde;-;Güby, Hummelfeld;-;19,4;-
PR2_RDE_404;Rendsburg-Eckernförde;-;Sehestedt;-;47,7;-
PR2_RDE_405;Rendsburg-Eckernförde;-;Hohn, Lohe-Föhrden;-;44,1;-
PR2_RDE_407;Rendsburg-Eckernförde;-;Emkendorf;-;18,1;-
PR2_RDE_408;Rendsburg-Eckernförde;-;Bokel, Emkendorf;-;22,7;-
PR2_RDE_409;Rendsburg-Eckernförde;-;Böhnhusen, Reesdorf, Techelsdorf;-;21;-
PR2_RDE_410;Rendsburg-Eckernförde;-;Hohenwestedt, Tappendorf;-;23,1;-
PR2_RDE_411;Rendsburg-Eckernförde;-;Aasbüttel, Bendorf, Bokhorst;-;21,9;-
PR2_RDE_412;Rendsburg-Eckernförde;-;Negenharrie;-;26,3;-
PR2_RDE_420;Rendsburg-Eckernförde;-;Beldorf, Bornholt;-;17,8;-
PR2_RDE_501;Rendsburg-Eckernförde;-;Brekendorf, Owschlag;-;52,9;-
PR2_RDE_502;Rendsburg-Eckernförde;-;Holzdorf, Rieseby;-;29,3;-
PR2_RDE_503;Rendsburg-Eckernförde;-;Schwedeneck, Strande;-;103,9;-
PR2_RDE_504;Rendsburg-Eckernförde;-;Langwedel;-;27,5;-
PR2_RDE_505;Rendsburg-Eckernförde;-;Eisendorf, Ellerdorf;-;25,4;-
PR2_RDE_506;Rendsburg-Eckernförde;-;Holzdorf, Rieseby;-;30,3;-
PR3_SEG_001;Segeberg;-;Belau, Dersau, Schmalensee, Stocksee;-;212,7;-
PR3_SEG_003;Segeberg;Segeberg;Damsdorf, Schmalensee, Stocksee, Tarbek;Damsdorf, Schmalensee;307,2;40,6
PR3_SEG_005;Segeberg;-;Bornhöved;-;39,3;-
PR3_SEG_006;Segeberg;-;Glasau;-;18,9;-
PR3_SEG_007;Segeberg;-;Bosau, Seedorf;-;51,8;-
PR3_SEG_008;Segeberg;-;Glasau;-;30,1;-
PR3_SEG_009;Segeberg;-;Tarbek;-;219,2;-
PR3_SEG_010;Segeberg;-;Seedorf;-;25,6;-
PR3_SEG_011;Segeberg;-;Tarbek;-;45,6;-
PR3_SEG_012;Segeberg;-;Nehms, Seedorf;-;97,6;-
PR3_SEG_013;Segeberg;Segeberg;Travenhorst;Travenhorst;38,6;25,4
PR3_SEG_014;Segeberg;-;Daldorf;-;63,9;-
PR3_SEG_015;Segeberg;-;Blunk;-;111,7;-
PR3_SEG_016;Segeberg;-;Wensin;-;36,4;-
PR3_SEG_017;Segeberg;-;Travenhorst;-;16,6;-
PR3_SEG_018;Segeberg;Segeberg;Boostedt, Großenaspe, Neumünster, Stadt;Großenaspe;238,9;38
PR3_SEG_019;Segeberg;Segeberg;Arpsdorf, Hardebek, Hasenkrug;Hardebek, Hasenkrug;165,5;162,4
PR3_SEG_020;Segeberg;-;Blunk;-;28,7;-
PR3_SEG_021;Segeberg;-;Blunk, Groß Rönnau, Krems II;-;142,8;-
PR3_SEG_022;Segeberg;-;Ahrensbök, Pronstorf;-;112,9;-
PR3_SEG_023;Segeberg;-;Ahrensbök, Pronstorf;-;40,8;-
PR3_SEG_024;Segeberg;Segeberg;Großenaspe, Wiemersdorf;Großenaspe, Wiemersdorf;339,3;307,6
PR3_SEG_025;Segeberg;-;Armstedt, Wiemersdorf;-;34,3;-
PR3_SEG_026;Segeberg;-;Armstedt, Fuhlendorf, Hagen;-;147,7;-
PR3_SEG_027;Segeberg;Segeberg;Wiemersdorf;Wiemersdorf;55,6;41,7
PR3_SEG_028;Segeberg;Segeberg;Ahrensbök, Pronstorf, Stockelsdorf;Ahrensbök, Pronstorf, Stockelsdorf;217;217
PR3_SEG_029;Segeberg;Segeberg;Bad Segeberg, Schieren, Stipsdorf, Weede;Weede;180,5;26,1
PR3_SEG_030;Segeberg;-;Hagen, Hitzhusen;-;32,2;-
PR3_SEG_031;Segeberg;-;Pronstorf;-;27,9;-
PR3_SEG_032;Segeberg;Segeberg;Föhrden-Barl, Hitzhusen, Weddelbrook;Föhrden-Barl, Hitzhusen,Weddelbrook;124;19,8
PR3_SEG_033;Segeberg;-;Geschendorf, Strukdorf, Weede;-;53,2;-
PR3_SEG_034;Segeberg;-;Strukdorf;-;79,1;-
PR3_SEG_035;Segeberg;Segeberg;Neuengörs, Weede;Neuengörs, Weede;193,7;148,8
PR3_SEG_036;Segeberg;-;Klein Gladebrügge, Traventhal;-;17,4;-
PR3_SEG_037;Segeberg;-;Högersdorf, Schwissel;-;50,4;-
PR3_SEG_038;Segeberg;-;Bark, Kükels, Todesfelde, Wittenborn;-;324,1;-
PR3_SEG_039;Segeberg;-;Mönkloh;-;24,4;-
PR3_SEG_040;Segeberg;Segeberg;Bebensee, Leezen, Mözen;Bebensee, Leezen, Mözen;172,4;60,6
PR3_SEG_041;Segeberg;-;Mönkloh;-;34,7;-
PR3_SEG_042;Segeberg;Segeberg;Bühnsdorf, Feldhorst, Neuengörs, Rehhorst;Bühnsdorf, Feldhorst, Neuengörs,Rehhorst;101,4;29,9
PR3_SEG_043;Segeberg;Segeberg;Lentföhrden, Weddelbrook;Lentföhrden, Weddelbrook;117;34,7
PR3_SEG_044;Segeberg;-;Fredesdorf, Todesfelde;-;15,1;-
PR3_SEG_045;Segeberg;-;Weddelbrook;-;45,5;-
PR3_SEG_046;Segeberg;-;Fredesdorf, Kükels, Leezen;-;91,4;-
PR3_SEG_047;Segeberg;-;Fredesdorf, Seth, Struvenhütten, Stuvenborn,Todesfelde;-;795,8;-
PR3_SEG_049;Segeberg;-;Lentföhrden, Nützen;-;38,4;-
PR3_SEG_052;Segeberg;Segeberg;Kaltenkirchen, Nützen, Schmalfeld;Schmalfeld;96;17,8
PR3_SEG_054;Segeberg;-;Fredesdorf, Groß Niendorf, Leezen, Seth,Sülfeld;-;424,5;-
PR3_SEG_055;Segeberg;Segeberg;Sievershütten, Struvenhütten;Sievershütten, Struvenhütten;47;20,2
PR3_SEG_057;Segeberg;Segeberg;Groß Niendorf, Leezen, Neversdorf;Groß Niendorf;155,2;23,5
PR3_SEG_058;Segeberg;-;Seth;-;39;-
PR3_SEG_059;Segeberg;Segeberg;Heidmoor, Lentföhrden, Lutzhorn;Heidmoor;432,7;68,2
PR3_SEG_061;Segeberg;-;Alveslohe;-;20,2;-
PR3_SEG_062;Segeberg;-;Alveslohe, Kaltenkirchen;-;21,8;-
PR3_SEG_301;Segeberg, Plön;-;Bornhöved, Gönnebek, Rendswühren;-;197,6;-
PR3_SEG_302;Segeberg, Plön;Segeberg, Plön;Gönnebek, Groß Kummerfeld, Rendswühren;Gönnebek, Groß Kummerfeld;343,5;163,4
PR3_SEG_303;Segeberg;-;Heidmühlen, Latendorf, Rickling;-;174,9;-
PR3_SEG_304;Segeberg;-;Großenaspe, Hardebek;-;62,1;-
PR3_SEG_306;Segeberg;Segeberg;Armstedt, Hardebek, Wiemersdorf;Armstedt;188,2;23,1
PR3_SEG_307;Segeberg;-;Negernbötel;-;18,8;-
PR3_SEG_309;Segeberg;Segeberg;Rickling, Wahlstedt;Rickling, Wahlstedt;127,9;64,4
PR3_SEG_310;Segeberg;-;Bark, Heidmühlen;-;35,1;-
PR3_SEG_311;Segeberg;-;Heidmühlen;-;16;-
PR3_SEG_312;Segeberg;-;Fahrenkrug, Wittenborn;-;66,1;-
PR3_SEG_314;Segeberg;-;Großenaspe;-;71,9;-
PR3_SEG_315;Segeberg;-;Großenaspe;-;40,2;-
PR3_SEG_316;Segeberg;-;Großenaspe;-;142,4;-
PR3_SEG_317;Segeberg;-;Bimöhlen;-;93,3;-
PR3_SEG_318;Segeberg;Segeberg;Bimöhlen, Hasenmoor;Bimöhlen;176,6;50,1
PR3_SEG_319;Segeberg;-;Bad Bramstedt;-;46,8;-
PR3_SEG_320;Segeberg;-;Hasenmoor;-;21,8;-
PR3_SEG_321;Segeberg;-;Bark, Todesfelde;-;174,2;-
PR3_SEG_322;Segeberg;-;Hartenholm, Struvenhütten, Todesfelde;-;177,1;-
PR3_SEG_323;Segeberg;Segeberg;Hartenholm, Hasenmoor, Schmalfeld,Struvenhütten;Hasenmoor, Struvenhütten;183,6;43,5
PR3_SEG_324;Segeberg;-;Bad Bramstedt, Lentföhrden, Schmalfeld;-;56;-
PR3_SEG_325;Segeberg;-;Lentföhrden;-;28,5;-
PR3_SEG_326;Segeberg;-;Heidmoor;-;17;-
PR3_SEG_327;Segeberg;Segeberg;Heidmoor, Lentföhrden, Nützen;Heidmoor, Lentföhrden, Nützen;307,2;73,9
PR3_SEG_328;Segeberg, Pinneberg;-;Alveslohe, Bilsen, Ellerau;-;91,8;-
PR3_SEG_329;Segeberg;-;Oering, Seth;-;28,4;-
PR3_SEG_330;Segeberg;-;Nahe;-;60,9;-
PR3_SEG_331;Segeberg;-;Itzstedt, Sülfeld;-;17,7;-
PR3_SEG_332;Segeberg;-;Groß Niendorf, Sülfeld, Travenbrück;-;127,7;-
PR3_SEG_333;Segeberg;-;Sülfeld;-;20,7;-
PR3_SEG_335;Segeberg;-;Norderstedt;-;74,9;-
PR3_SEG_401;Segeberg;-;Bad Bramstedt, Bimöhlen;-;23,9;-
PR3_SEG_402;Segeberg;-;Nützen;-;16,8;-
PR3_SEG_403;Segeberg;-;Henstedt-Ulzburg, Wakendorf II;-;32,6;-
PR3_SEG_404;Segeberg;-;Kisdorf;-;21,5;-
PR3_SEG_405;Segeberg;-;Kisdorf, Oering, Sievershütten;-;27,8;-
PR3_SEG_406;Segeberg;-;Geschendorf, Schieren, Westerrade;-;67,8;-
PR3_SEG_407;Segeberg;-;Pronstorf, Westerrade;-;15,5;-
PR3_SEG_501;Segeberg;-;Henstedt-Ulzburg;-;18,2;-
PR3_SEG_601;Segeberg;-;Sülfeld;-;69,1;-
PR1_SLF_001;Schleswig-Flensburg;Schleswig-Flensburg;Böxlund, Jardelund, Weesby;Böxlund, Jardelund, Weesby;159,6;159,6
PR1_SLF_002;Schleswig-Flensburg;-;Böxlund, Weesby;-;34,4;-
PR1_SLF_003;Schleswig-Flensburg;Schleswig-Flensburg;Jardelund;Jardelund;264,6;198,8
PR1_SLF_004;Schleswig-Flensburg;Schleswig-Flensburg;Weesby;Weesby;25,1;24,8
PR1_SLF_005;Schleswig-Flensburg;-;Weesby;-;71,3;-
PR1_SLF_006;Schleswig-Flensburg;-;Langballig, Munkbrarup, Ringsberg;-;43,4;-
PR1_SLF_009;Schleswig-Flensburg;-;Handewitt;-;65,5;-
PR1_SLF_011;Schleswig-Flensburg;Schleswig-Flensburg;Holt, Medelby, Osterby, Schafflund, Wallsbüll;Medelby, Osterby;374,8;96,2
PR1_SLF_012;Schleswig-Flensburg;Schleswig-Flensburg;Handewitt, Wallsbüll;Handewitt, Wallsbüll;40,6;40,6
PR1_SLF_013;Schleswig-Flensburg;-;Maasbüll;-;15,9;-
PR1_SLF_014;Schleswig-Flensburg;-;Handewitt, Wallsbüll;-;56,6;-
PR1_SLF_015;Schleswig-Flensburg;-;Maasbüll;-;16,1;-
PR1_SLF_017;Schleswig-Flensburg;Schleswig-Flensburg;Grundhof, Husby;Grundhof;29,7;23,3
PR1_SLF_018;Schleswig-Flensburg;-;Handewitt, Wallsbüll;-;131,3;-
PR1_SLF_019;Schleswig-Flensburg;Schleswig-Flensburg;Dollerup;Dollerup;32,9;32,9
PR1_SLF_020;Schleswig-Flensburg;-;Hürup, Tastrup;-;61,5;-
PR1_SLF_021;Schleswig-Flensburg;Schleswig-Flensburg;Schafflund;Schafflund;83,9;83,9
PR1_SLF_022;Schleswig-Flensburg;-;Hörup;-;43,4;-
PR1_SLF_023;Schleswig-Flensburg;-;Hürup;-;103,4;-
PR1_SLF_025;Schleswig-Flensburg;-;Sörup;-;29,6;-
PR1_SLF_026;Schleswig-Flensburg;-;Kronsgaard;-;26,9;-
PR1_SLF_027;Schleswig-Flensburg;-;Hörup, Nordhackstedt, Schafflund;-;161,3;-
PR1_SLF_028;Schleswig-Flensburg;Schleswig-Flensburg;Meyn, Nordhackstedt;Meyn, Nordhackstedt;46,2;46,2
PR1_SLF_029;Schleswig-Flensburg;Schleswig-Flensburg;Großenwiehe, Handewitt, Lindewitt, Meyn;Großenwiehe, Handewitt, Meyn;406;316,5
PR1_SLF_030;Schleswig-Flensburg;-;Stangheck;-;42,5;-
PR1_SLF_031;Schleswig-Flensburg;Schleswig-Flensburg;Sörup;Sörup;87,5;67,5
PR1_SLF_032;Schleswig-Flensburg;-;Niesgrau, Sterup;-;31;-
PR1_SLF_033;Schleswig-Flensburg;-;Lindewitt;-;34,5;-
PR1_SLF_034;Schleswig-Flensburg;Schleswig-Flensburg;Lindewitt, Nordhackstedt;Lindewitt, Nordhackstedt;62,2;45,4
PR1_SLF_035;Schleswig-Flensburg;Schleswig-Flensburg;Hörup, Nordhackstedt;Hörup, Nordhackstedt;175,5;175,5
PR1_SLF_036;Schleswig-Flensburg;-;Freienwill, Oeversee;-;88,5;-
PR1_SLF_037;Schleswig-Flensburg;-;Handewitt, Oeversee;-;95,3;-
PR1_SLF_038;Schleswig-Flensburg;-;Handewitt, Oeversee;-;79,8;-
PR1_SLF_039;Schleswig-Flensburg;Schleswig-Flensburg;Großenwiehe, Handewitt;Großenwiehe, Handewitt;350,6;165,5
PR1_SLF_040;Schleswig-Flensburg;Schleswig-Flensburg;Hörup, Lindewitt;Hörup;154,7;72,2
PR1_SLF_041;Schleswig-Flensburg;-;Großenwiehe, Lindewitt;-;29;-
PR1_SLF_042;Schleswig-Flensburg;-;Stangheck, Stoltebüll;-;24,3;-
PR1_SLF_043;Schleswig-Flensburg;Schleswig-Flensburg;Lindewitt, Nordhackstedt;Lindewitt, Nordhackstedt;101,2;49,9
PR1_SLF_044;Schleswig-Flensburg;-;Großsolt, Mittelangeln;-;31,1;-
PR1_SLF_045;Schleswig-Flensburg;-;Lindewitt;-;58,2;-
PR1_SLF_046;Schleswig-Flensburg;-;Lindewitt;-;85,9;-
PR1_SLF_047;Schleswig-Flensburg;-;Sörup;-;21,8;-
PR1_SLF_048;Schleswig-Flensburg;-;Handewitt, Wanderup;-;47,9;-
PR1_SLF_049;Schleswig-Flensburg;-;Ahneby, Sörup, Sterup;-;40,8;-
PR1_SLF_051;Schleswig-Flensburg;Schleswig-Flensburg;Hasselberg, Rabenholz;Hasselberg, Rabenholz;21,7;21,7
PR1_SLF_052;Schleswig-Flensburg;Schleswig-Flensburg;Lindewitt;Lindewitt;103,2;45,1
PR1_SLF_053;Schleswig-Flensburg;-;Großenwiehe, Wanderup;-;53,4;-
PR1_SLF_054;Schleswig-Flensburg;-;Handewitt, Oeversee, Tarp, Wanderup;-;36;-
PR1_SLF_055;Schleswig-Flensburg;-;Großenwiehe, Wanderup;-;63,5;-
PR1_SLF_056;Schleswig-Flensburg;-;Mohrkirch, Rügge, Sterup;-;62,9;-
PR1_SLF_058;Schleswig-Flensburg;Schleswig-Flensburg;Großenwiehe, Wanderup;Großenwiehe, Wanderup;357,4;329
PR1_SLF_059;Schleswig-Flensburg;Schleswig-Flensburg;Jerrishoe, Wanderup;Jerrishoe;233,7;107,4
PR1_SLF_060;Schleswig-Flensburg;Schleswig-Flensburg;Großenwiehe, Lindewitt;Großenwiehe, Lindewitt;75,6;43,4
PR1_SLF_061;Schleswig-Flensburg;-;Oersberg, Rabenkirchen-Faulück;-;43,2;-
PR1_SLF_062;Schleswig-Flensburg;-;Havetoft, Sieverstedt;-;109,4;-
PR1_SLF_063;Schleswig-Flensburg;-;Brodersby, Kappeln;-;111,4;-
PR1_SLF_064;Schleswig-Flensburg;-;Janneby, Wanderup;-;64;-
PR1_SLF_065;Schleswig-Flensburg;Schleswig-Flensburg;Eggebek, Janneby, Jerrishoe, Wanderup;Janneby, Wanderup;407,3;188
PR1_SLF_066;Schleswig-Flensburg;Schleswig-Flensburg;Sieverstedt, Tarp;Sieverstedt, Tarp;81,1;81,1
PR1_SLF_067;Schleswig-Flensburg;-;Grödersby, Rabenkirchen-Faulück;-;60,3;-
PR1_SLF_068;Schleswig-Flensburg;-;Janneby;-;37,1;-
PR1_SLF_069;Schleswig-Flensburg;Schleswig-Flensburg;Klappholz, Mittelangeln;Klappholz, Mittelangeln;20,7;20,7
PR1_SLF_070;Schleswig-Flensburg;Schleswig-Flensburg;Jörl, Löwenstedt, Sollwitt;Jörl, Löwenstedt, Sollwitt;119,3;37,2
PR1_SLF_071;Schleswig-Flensburg;-;Boren, Dollrottfeld;-;26,9;-
PR1_SLF_072;Schleswig-Flensburg;-;Brebel, Nottfeld, Süderbrarup;-;29,9;-
PR1_SLF_073;Schleswig-Flensburg;-;Struxdorf;-;31,8;-
PR1_SLF_074;Schleswig-Flensburg;Schleswig-Flensburg;Uelsby;Uelsby;27,4;19,7
PR1_SLF_075;Schleswig-Flensburg;Schleswig-Flensburg;Eggebek, Janneby;Janneby;197,6;122
PR1_SLF_076;Schleswig-Flensburg;-;Klappholz, Sieverstedt;-;89,6;-
PR1_SLF_077;Schleswig-Flensburg;-;Boren;-;33,4;-
PR1_SLF_078;Schleswig-Flensburg;Schleswig-Flensburg;Bollingstedt, Langstedt, Sieverstedt, Tarp;Langstedt, Sieverstedt, Tarp;312,6;123,7
PR1_SLF_080;Schleswig-Flensburg;Schleswig-Flensburg;Bollingstedt, Sieverstedt, Stolk;Sieverstedt, Stolk;147,9;90,5
PR1_SLF_081;Schleswig-Flensburg;Schleswig-Flensburg;Tolk, Twedt;Tolk, Twedt;72,2;72,2
PR1_SLF_082;Schleswig-Flensburg;-;Loit, Steinfeld;-;30,3;-
PR1_SLF_083;Schleswig-Flensburg;-;Jörl, Sollwitt, Süderhackstedt;-;127,8;-
PR1_SLF_084;Schleswig-Flensburg;-;Sollerup;-;17,2;-
PR1_SLF_085;Schleswig-Flensburg;Schleswig-Flensburg;Bollingstedt, Langstedt;Bollingstedt, Langstedt;29;29
PR1_SLF_086;Schleswig-Flensburg;-;Bollingstedt;-;36,2;-
PR1_SLF_087;Schleswig-Flensburg;Schleswig-Flensburg;Loit, Taarstedt;Loit, Taarstedt;42,1;21,5
PR1_SLF_088;Schleswig-Flensburg;-;Ulsnis;-;16,4;-
PR1_SLF_089;Schleswig-Flensburg;-;Bollingstedt;-;21,8;-
PR1_SLF_090;Schleswig-Flensburg;-;Bollingstedt, Langstedt;-;15,8;-
PR1_SLF_091;Schleswig-Flensburg;-;Bollingstedt;-;26,5;-
PR1_SLF_092;Schleswig-Flensburg;Schleswig-Flensburg;Bollingstedt, Silberstedt;Silberstedt;22,3;20
PR1_SLF_093;Schleswig-Flensburg;Schleswig-Flensburg;Silberstedt;Silberstedt;23,1;23,1
PR1_SLF_095;Schleswig-Flensburg;-;Schaalby, Taarstedt, Tolk, Twedt;-;59,8;-
PR1_SLF_096;Schleswig-Flensburg;-;Bollingstedt, Idstedt, Lürschau;-;49,4;-
PR1_SLF_097;Schleswig-Flensburg;-;Bollingstedt, Lürschau;-;42,6;-
PR1_SLF_099;Schleswig-Flensburg;-;Nübel, Schaalby;-;47;-
PR1_SLF_100;Schleswig-Flensburg;-;Brodersby, Goltoft, Taarstedt, Ulsnis;-;56,2;-
PR1_SLF_101;Schleswig-Flensburg;-;Jübek, Lürschau;-;21,1;-
PR1_SLF_102;Schleswig-Flensburg;Schleswig-Flensburg;Jübek, Silberstedt;Jübek, Silberstedt;299,2;130,4
PR1_SLF_103;Schleswig-Flensburg;Schleswig-Flensburg;Jübek, Schuby;Jübek, Schuby;55,8;55,8
PR1_SLF_105;Schleswig-Flensburg;Schleswig-Flensburg;Jübek, Lürschau, Schuby;Jübek, Lürschau, Schuby;57,2;57,2
PR1_SLF_106;Schleswig-Flensburg;Schleswig-Flensburg;Schuby, Silberstedt;Schuby, Silberstedt;140,9;137
PR1_SLF_108;Schleswig-Flensburg;-;Schuby;-;19;-
PR1_SLF_109;Schleswig-Flensburg;Schleswig-Flensburg;Ellingstedt, Schuby, Silberstedt;Ellingstedt, Schuby, Silberstedt;207,6;184,3
PR1_SLF_110;Schleswig-Flensburg;Schleswig-Flensburg;Börm, Klein Bennebek;Börm, Klein Bennebek;269,9;82,5
PR1_SLF_112;Schleswig-Flensburg;Schleswig-Flensburg;Alt Bennebek, Börm, Klein Bennebek;Börm, Klein Bennebek;263,5;48,5
PR1_SLF_114;Schleswig-Flensburg;Schleswig-Flensburg;Alt Bennebek, Klein Bennebek, Kropp;Alt Bennebek, Klein Bennebek;436;210,3
PR1_SLF_115;Schleswig-Flensburg;Schleswig-Flensburg;Kropp, Tetenhusen;Kropp, Tetenhusen;102,7;78,1
PR1_SLF_116;Schleswig-Flensburg;-;Alt Bennebek, Kropp, Tetenhusen;-;338;-
PR1_SLF_117;Schleswig-Flensburg;-;Süderstapel;-;20,8;-
PR1_SLF_118;Schleswig-Flensburg;-;Delve, Süderstapel;-;29,8;-
PR1_SLF_120;Schleswig-Flensburg;-;Erfde;-;18,3;-
PR1_SLF_121;Schleswig-Flensburg;-;Erfde, Tielen;-;151,5;-
PR1_SLF_122;Schleswig-Flensburg;-;Erfde, Tielen;-;58,8;-
PR1_SLF_123;Schleswig-Flensburg;-;Erfde;-;36,3;-
PR1_SLF_301;Schleswig-Flensburg;-;Böel;-;18,8;-
PR1_SLF_311;Schleswig-Flensburg;-;Hüsby, Schuby;-;151,8;-
PR1_SLF_313;Schleswig-Flensburg;-;Silberstedt;-;85,9;-
PR1_SLF_317;Schleswig-Flensburg;-;Erfde, Süderstapel;-;434,1;-
PR1_SLF_401;Schleswig-Flensburg;Schleswig-Flensburg;Bramstedtlund, Holt, Weesby;Bramstedtlund, Weesby;504,1;52,4
PR1_SLF_403;Schleswig-Flensburg;-;Silberstedt;-;24;-
PR1_SLF_404;Schleswig-Flensburg;-;Großsolt, Havetoft;-;71;-
PR1_SLF_405;Schleswig-Flensburg;-;Havetoft, Mittelangeln;-;28,6;-
PR1_SLF_406;Schleswig-Flensburg;-;Sörup;-;17,7;-
PR1_SLF_407;Schleswig-Flensburg;-;Steinberg, Steinbergkirche;-;20,4;-
PR1_SLF_408;Schleswig-Flensburg;-;Saustrup;-;17;-
PR1_SLF_409;Schleswig-Flensburg;-;Osterby;-;24,9;-
