ID;KreisPot;KreisVor;StadtPot;StadtVor;haPot;haVor;WKAPot;WKAVor;Coords Pot;Coords Vor;Wetter-ID_Head;besetze Fläche;freieVor in ha
PR1_SLF_011;Schleswig-Flensburg;Schleswig-Flensburg;Holt,Medelby,Osterby,Schafflund,WallsbÃ¼ll;Medelby,Osterby;374,8;96,2;WKA in Betrieb;WKA in Betrieb;[54.7913635, 9.1919431];[54.8058413, 9.1945804];2907;19,494;76,706
PR1_SLF_012;Schleswig-Flensburg;Schleswig-Flensburg;Handewitt,WallsbÃ¼ll;Handewitt,WallsbÃ¼ll;40,6;40,6;-;-;[54.7661523, 9.2819066];[54.7661523, 9.2819066];1379;0,0;40,6
PR1_SLF_013;Schleswig-Flensburg;-;MaasbÃ¼ll;-;15,9;0,0;-;-;[54.7764605, 9.5265259];[0, 0];1379;0,0;0,0
PR1_SLF_014;Schleswig-Flensburg;-;Handewitt,WallsbÃ¼ll;-;56,6;0,0;-;-;[54.7661523, 9.2819066];[0, 0];1379;0,0;0,0
PR1_SLF_015;Schleswig-Flensburg;-;MaasbÃ¼ll;-;16,1;0,0;-;-;[54.7764605, 9.5265259];[0, 0];1379;0,0;0,0
PR1_SLF_017;Schleswig-Flensburg;Schleswig-Flensburg;Grundhof,Husby;Grundhof;29,7;23,3;-;-;[54.7696688, 9.6162275];[54.7733762, 9.6538672];1379;0,0;23,3
PR1_SLF_018;Schleswig-Flensburg;-;Handewitt,WallsbÃ¼ll;-;131,3;0,0;-;-;[54.7661523, 9.2819066];[0, 0];1379;0,0;0,0
PR1_SLF_019;Schleswig-Flensburg;Schleswig-Flensburg;Dollerup;Dollerup;32,9;32,9;WKA in Betrieb;WKA in Betrieb;[54.7796222, 9.6804655];[54.7796222, 9.6804655];1379;0,0;32,9
PR1_SLF_020;Schleswig-Flensburg;-;HÃ¼rup,Tastrup;-;61,5;0,0;-;-;[54.7568561, 9.502375];[0, 0];1379;0,0;0,0
PR1_SLF_021;Schleswig-Flensburg;Schleswig-Flensburg;Schafflund;Schafflund;83,9;83,9;WKA in Betrieb;WKA in Betrieb;[54.7586324, 9.1846823];[54.7586324, 9.1846823];2907;0,0;83,9
PR1_SLF_022;Schleswig-Flensburg;-;HÃ¶rup;-;43,4;0,0;-;-;[54.7447487, 9.1033911];[0, 0];2907;0,0;0,0
PR1_SLF_023;Schleswig-Flensburg;-;HÃ¼rup;-;103,4;0,0;-;-;[54.7490104, 9.5268239];[0, 0];1379;0,0;0,0
PR1_SLF_025;Schleswig-Flensburg;-;SÃ¶rup;-;29,6;0,0;-;-;[54.7169361, 9.6673591];[0, 0];1379;0,0;0,0
PR1_SLF_026;Schleswig-Flensburg;-;Kronsgaard;-;26,9;0,0;-;-;[54.7354908, 9.9658761];[0, 0];5930;0,0;0,0
PR1_SLF_027;Schleswig-Flensburg;-;HÃ¶rup,Nordhackstedt,Schafflund;-;161,3;0,0;-;-;[54.7455172, 9.1518115];[0, 0];2907;0,0;0,0
PR1_SLF_028;Schleswig-Flensburg;Schleswig-Flensburg;Meyn,Nordhackstedt;Meyn,Nordhackstedt;46,2;46,2;WKA in Betrieb;WKA in Betrieb;[54.7454719, 9.1945229];[54.7454719, 9.1945229];2907;93,392;-47,19199999999999
PR1_SLF_029;Schleswig-Flensburg;Schleswig-Flensburg;GroÃenwiehe,Handewitt,Lindewitt,Meyn;GroÃenwiehe,Handewitt,Meyn;406,0;316,5;-;-;[54.7284243, 9.2480143];[54.7387883, 9.2656592];1379;0,0;316,5
PR1_SLF_030;Schleswig-Flensburg;-;Stangheck;-;42,5;0,0;-;-;[54.713956, 9.8602904];[0, 0];5930;0,0;0,0
PR1_SLF_031;Schleswig-Flensburg;Schleswig-Flensburg;SÃ¶rup;SÃ¶rup;87,5;67,5;-;-;[54.7169361, 9.6673591];[54.7169361, 9.6673591];1379;0,0;67,5
PR1_SLF_032;Schleswig-Flensburg;-;Niesgrau,Sterup;-;31,0;0,0;-;-;[54.7359132, 9.7762855];[0, 0];5930;0,0;0,0
PR1_SLF_033;Schleswig-Flensburg;-;Lindewitt;-;34,5;0,0;-;-;[54.6973324, 9.1950795];[0, 0];2907;0,0;0,0
PR1_SLF_034;Schleswig-Flensburg;Schleswig-Flensburg;Lindewitt,Nordhackstedt;Lindewitt,Nordhackstedt;62,2;45,4;WKA in Betrieb;WKA in Betrieb;[54.7152515, 9.1812204];[54.7152515, 9.1812204];2907;0,0;45,4
PR1_SLF_035;Schleswig-Flensburg;Schleswig-Flensburg;HÃ¶rup,Nordhackstedt;HÃ¶rup,Nordhackstedt;175,5;175,5;WKA in Betrieb;WKA in Betrieb;[54.7389596, 9.1353761];[54.7389596, 9.1353761];2907;61,206;114,294
PR1_SLF_036;Schleswig-Flensburg;-;Freienwill,Oeversee;-;88,5;0,0;-;-;[54.7138942, 9.4638205];[0, 0];1379;0,0;0,0
PR1_SLF_037;Schleswig-Flensburg;-;Handewitt,Oeversee;-;95,3;0,0;-;-;[54.7282648, 9.3787754];[0, 0];1379;0,0;0,0
PR1_SLF_038;Schleswig-Flensburg;-;Handewitt,Oeversee;-;79,8;0,0;-;-;[54.7282648, 9.3787754];[0, 0];1379;0,0;0,0
PR1_SLF_039;Schleswig-Flensburg;Schleswig-Flensburg;GroÃenwiehe,Handewitt;GroÃenwiehe,Handewitt;350,6;165,5;-;-;[54.7292959, 9.2876465];[54.7292959, 9.2876465];1379;0,0;165,5
PR1_SLF_040;Schleswig-Flensburg;Schleswig-Flensburg;HÃ¶rup,Lindewitt;HÃ¶rup;154,7;72,2;-;-;[54.7210405, 9.1492353];[54.7447487, 9.1033911];2907;0,0;72,2
PR1_SLF_041;Schleswig-Flensburg;-;GroÃenwiehe,Lindewitt;-;29,0;0,0;-;-;[54.6995527, 9.2226141];[0, 0];1379;0,0;0,0
PR1_SLF_042;Schleswig-Flensburg;-;Stangheck,StoltebÃ¼ll;-;24,3;0,0;-;-;[54.7070736, 9.8697583];[0, 0];5930;0,0;0,0
PR1_SLF_043;Schleswig-Flensburg;Schleswig-Flensburg;Lindewitt,Nordhackstedt;Lindewitt,Nordhackstedt;101,2;49,9;WKA in Betrieb;WKA in Betrieb;[54.7152515, 9.1812204];[54.7152515, 9.1812204];2907;0,0;49,9
PR1_SLF_044;Schleswig-Flensburg;-;GroÃsolt,Mittelangeln;-;31,1;0,0;-;-;[54.6883819, 9.5567286];[0, 0];1379;0,0;0,0
PR1_SLF_045;Schleswig-Flensburg;-;Lindewitt;-;58,2;0,0;-;-;[54.6973324, 9.1950795];[0, 0];2907;0,0;0,0
PR1_SLF_046;Schleswig-Flensburg;-;Lindewitt;-;85,9;0,0;-;-;[54.6973324, 9.1950795];[0, 0];2907;0,0;0,0
PR1_SLF_047;Schleswig-Flensburg;-;SÃ¶rup;-;21,8;0,0;-;-;[54.7169361, 9.6673591];[0, 0];1379;0,0;0,0
PR1_SLF_048;Schleswig-Flensburg;-;Handewitt,Wanderup;-;47,9;0,0;-;-;[54.7234594, 9.3298896];[0, 0];1379;0,0;0,0
PR1_SLF_049;Schleswig-Flensburg;-;Ahneby,SÃ¶rup,Sterup;-;40,8;0,0;-;-;[54.7158368, 9.7129334];[0, 0];1379;0,0;0,0
PR1_SLF_051;Schleswig-Flensburg;Schleswig-Flensburg;Hasselberg,Rabenholz;Hasselberg,Rabenholz;21,7;21,7;-;-;[54.7189106, 9.9408886];[54.7189106, 9.9408886];5930;0,0;21,7
PR1_SLF_052;Schleswig-Flensburg;Schleswig-Flensburg;Lindewitt;Lindewitt;103,2;45,1;-;WKA in Betrieb;[54.6973324, 9.1950795];[54.6973324, 9.1950795];2907;0,0;45,1
PR1_SLF_053;Schleswig-Flensburg;-;GroÃenwiehe,Wanderup;-;53,4;0,0;-;-;[54.6959366, 9.2923918];[0, 0];1379;0,0;0,0
PR1_SLF_054;Schleswig-Flensburg;-;Handewitt,Oeversee,Tarp,Wanderup;-;36,0;0,0;-;-;[54.7027028, 9.3737177];[0, 0];1379;0,0;0,0
PR1_SLF_055;Schleswig-Flensburg;-;GroÃenwiehe,Wanderup;-;63,5;0,0;-;-;[54.6959366, 9.2923918];[0, 0];1379;0,0;0,0
PR1_SLF_056;Schleswig-Flensburg;-;Mohrkirch,RÃ¼gge,Sterup;-;62,9;0,0;-;-;[54.6968331, 9.7394149];[0, 0];5930;0,0;0,0
PR1_SLF_058;Schleswig-Flensburg;Schleswig-Flensburg;GroÃenwiehe,Wanderup;GroÃenwiehe,Wanderup;357,4;329,0;-;-;[54.6959366, 9.2923918];[54.6959366, 9.2923918];1379;0,0;329,0
PR1_SLF_059;Schleswig-Flensburg;Schleswig-Flensburg;Jerrishoe,Wanderup;Jerrishoe;233,7;107,4;WKA in Betrieb;WKA in Betrieb;[54.6735264, 9.3523926];[54.6569528, 9.3701504];1379;0,0;107,4
PR1_SLF_060;Schleswig-Flensburg;Schleswig-Flensburg;GroÃenwiehe,Lindewitt;GroÃenwiehe,Lindewitt;75,6;43,4;WKA in Betrieb;WKA in Betrieb;[54.6995527, 9.2226141];[54.6995527, 9.2226141];1379;0,0;43,4
PR1_SLF_061;Schleswig-Flensburg;-;Oersberg,Rabenkirchen-FaulÃ¼ck;-;43,2;0,0;-;-;[54.6567187, 9.8585183];[0, 0];5930;0,0;0,0
PR1_SLF_062;Schleswig-Flensburg;-;Havetoft,Sieverstedt;-;109,4;0,0;-;-;[54.6465696, 9.4956827];[0, 0];1379;0,0;0,0
PR1_SLF_063;Schleswig-Flensburg;-;Brodersby,Kappeln;-;111,4;0,0;-;-;[54.6006182, 9.8162524];[0, 0];5930;0,0;0,0
PR1_SLF_064;Schleswig-Flensburg;-;Janneby,Wanderup;-;64,0;0,0;-;-;[54.6575648, 9.3187434];[0, 0];1379;0,0;0,0
PR1_SLF_065;Schleswig-Flensburg;Schleswig-Flensburg;Eggebek,Janneby,Jerrishoe,Wanderup;Janneby,Wanderup;407,3;188,0;WKA in Betrieb;WKA in Betrieb;[54.648433, 9.3402179];[54.6575648, 9.3187434];1379;67,122;120,878
PR1_SLF_066;Schleswig-Flensburg;Schleswig-Flensburg;Sieverstedt,Tarp;Sieverstedt,Tarp;81,1;81,1;WKA in Betrieb;WKA in Betrieb;[54.6536782, 9.4384658];[54.6536782, 9.4384658];1379;42,432;38,66799999999999
PR1_SLF_067;Schleswig-Flensburg;-;GrÃ¶dersby,Rabenkirchen-FaulÃ¼ck;-;60,3;0,0;-;-;[54.6377849, 9.8964421];[0, 0];5930;0,0;0,0
PR1_SLF_068;Schleswig-Flensburg;-;Janneby;-;37,1;0,0;-;-;[54.6250294, 9.3028521];[0, 0];1379;0,0;0,0
PR1_SLF_069;Schleswig-Flensburg;Schleswig-Flensburg;Klappholz,Mittelangeln;Klappholz,Mittelangeln;20,7;20,7;WKA in Betrieb;WKA in Betrieb;[54.6486276, 9.566885];[54.6486276, 9.566885];1379;0,0;20,7
PR1_SLF_070;Schleswig-Flensburg;Schleswig-Flensburg;JÃ¶rl,LÃ¶wenstedt,Sollwitt;JÃ¶rl,LÃ¶wenstedt,Sollwitt;119,3;37,2;-;-;[54.6055183, 9.2336294];[54.6055183, 9.2336294];1379;0,0;37,2
PR1_SLF_071;Schleswig-Flensburg;-;Boren,Dollrottfeld;-;26,9;0,0;-;-;[54.6265406, 9.8200584];[0, 0];5930;0,0;0,0
PR1_SLF_072;Schleswig-Flensburg;-;Brebel,Nottfeld,SÃ¼derbrarup;-;29,9;0,0;WKA in Betrieb;-;[54.6275909, 9.7533011];[0, 0];5930;0,0;0,0
PR1_SLF_073;Schleswig-Flensburg;-;Struxdorf;-;31,8;0,0;-;-;[54.6311599, 9.6402565];[0, 0];1379;0,0;0,0
PR1_SLF_074;Schleswig-Flensburg;Schleswig-Flensburg;Uelsby;Uelsby;27,4;19,7;-;-;[54.6316476, 9.5991061];[54.6316476, 9.5991061];1379;0,0;19,7
PR1_SLF_075;Schleswig-Flensburg;Schleswig-Flensburg;Eggebek,Janneby;Janneby;197,6;122,0;-;-;[54.6233395, 9.3280431];[54.6250294, 9.3028521];1379;0,0;122,0
PR1_SLF_076;Schleswig-Flensburg;-;Klappholz,Sieverstedt;-;89,6;0,0;-;-;[54.6320662, 9.5049843];[0, 0];1379;0,0;0,0
PR1_SLF_077;Schleswig-Flensburg;-;Boren;-;33,4;0,0;-;-;[54.6144603, 9.8193839];[0, 0];5930;0,0;0,0
PR1_SLF_078;Schleswig-Flensburg;Schleswig-Flensburg;Bollingstedt,Langstedt,Sieverstedt,Tarp;Langstedt,Sieverstedt,Tarp;312,6;123,7;-;-;[54.6289393, 9.4203447];[54.6412093, 9.4207735];1379;0,0;123,7
PR1_SLF_080;Schleswig-Flensburg;Schleswig-Flensburg;Bollingstedt,Sieverstedt,Stolk;Sieverstedt,Stolk;147,9;90,5;-;-;[54.6112964, 9.4782929];[54.62088, 9.5079104];1379;0,0;90,5
PR1_SLF_081;Schleswig-Flensburg;Schleswig-Flensburg;Tolk,Twedt;Tolk,Twedt;72,2;72,2;WKA in Betrieb;WKA in Betrieb;[54.5880583, 9.6581822];[54.5880583, 9.6581822];5930;0,0;72,2
PR1_SLF_082;Schleswig-Flensburg;-;Loit,Steinfeld;-;30,3;0,0;-;-;[54.6054674, 9.7235396];[0, 0];5930;0,0;0,0
PR1_SLF_083;Schleswig-Flensburg;-;JÃ¶rl,Sollwitt,SÃ¼derhackstedt;-;127,8;0,0;-;-;[54.6010528, 9.2894156];[0, 0];1379;0,0;0,0
PR1_SLF_084;Schleswig-Flensburg;-;Sollerup;-;17,2;0,0;-;-;[54.5726748, 9.3203812];[0, 0];1379;0,0;0,0
PR1_SLF_085;Schleswig-Flensburg;Schleswig-Flensburg;Bollingstedt,Langstedt;Bollingstedt,Langstedt;29,0;29,0;WKA in Betrieb;WKA in Betrieb;[54.6042003, 9.4022235];[54.6042003, 9.4022235];1379;32,448;-3,4480000000000004
PR1_SLF_086;Schleswig-Flensburg;-;Bollingstedt;-;36,2;0,0;-;-;[54.5921291, 9.419058];[0, 0];1379;0,0;0,0
PR1_SLF_087;Schleswig-Flensburg;Schleswig-Flensburg;Loit,Taarstedt;Loit,Taarstedt;42,1;21,5;-;-;[54.5892308, 9.6934569];[54.5892308, 9.6934569];5930;0,0;21,5
PR1_SLF_088;Schleswig-Flensburg;-;Ulsnis;-;16,4;0,0;-;-;[54.5695241, 9.7471121];[0, 0];5930;0,0;0,0
PR1_SLF_089;Schleswig-Flensburg;-;Bollingstedt;-;21,8;0,0;-;-;[54.5921291, 9.419058];[0, 0];1379;0,0;0,0
PR1_SLF_090;Schleswig-Flensburg;-;Bollingstedt,Langstedt;-;15,8;0,0;-;-;[54.6042003, 9.4022235];[0, 0];1379;0,0;0,0
PR1_SLF_091;Schleswig-Flensburg;-;Bollingstedt;-;26,5;0,0;-;-;[54.5921291, 9.419058];[0, 0];1379;0,0;0,0
PR1_SLF_092;Schleswig-Flensburg;Schleswig-Flensburg;Bollingstedt,Silberstedt;Silberstedt;22,3;20,0;-;-;[54.5544967, 9.3950809];[54.5168642, 9.3711038];1379;0,0;20,0
PR1_SLF_093;Schleswig-Flensburg;Schleswig-Flensburg;Silberstedt;Silberstedt;23,1;23,1;-;-;[54.5168642, 9.3711038];[54.5168642, 9.3711038];2303;0,0;23,1
PR1_SLF_095;Schleswig-Flensburg;-;Schaalby,Taarstedt,Tolk,Twedt;-;59,8;0,0;-;-;[54.5730441, 9.6582992];[0, 0];5930;0,0;0,0
PR1_SLF_096;Schleswig-Flensburg;-;Bollingstedt,Idstedt,LÃ¼rschau;-;49,4;0,0;-;-;[54.5723781, 9.4755016];[0, 0];1379;0,0;0,0
PR1_SLF_097;Schleswig-Flensburg;-;Bollingstedt,LÃ¼rschau;-;42,6;0,0;-;-;[54.5653756, 9.4576493];[0, 0];1379;0,0;0,0
PR1_SLF_099;Schleswig-Flensburg;-;NÃ¼bel,Schaalby;-;47,0;0,0;-;-;[54.5559858, 9.6073247];[0, 0];1379;0,0;0,0
PR1_SLF_100;Schleswig-Flensburg;-;Brodersby,Goltoft,Taarstedt,Ulsnis;-;56,2;0,0;-;-;[54.5550818, 9.7150284];[0, 0];5930;0,0;0,0
PR1_SLF_101;Schleswig-Flensburg;-;JÃ¼bek,LÃ¼rschau;-;21,1;0,0;-;-;[54.547789, 9.4487872];[0, 0];1379;0,0;0,0
PR1_SLF_102;Schleswig-Flensburg;Schleswig-Flensburg;JÃ¼bek,Silberstedt;JÃ¼bek,Silberstedt;299,2;130,4;WKA in Betrieb;WKA in Betrieb;[54.5369101, 9.3862188];[54.5369101, 9.3862188];1379;12,608;117,792
PR1_SLF_103;Schleswig-Flensburg;Schleswig-Flensburg;JÃ¼bek,Schuby;JÃ¼bek,Schuby;55,8;55,8;WKA in Betrieb;WKA in Betrieb;[54.5363878, 9.4406726];[54.5363878, 9.4406726];2303;50,394;5,405999999999999
PR1_SLF_105;Schleswig-Flensburg;Schleswig-Flensburg;JÃ¼bek,LÃ¼rschau,Schuby;JÃ¼bek,LÃ¼rschau,Schuby;57,2;57,2;WKA in Betrieb;WKA in Betrieb;[54.5371326, 9.4591952];[54.5371326, 9.4591952];2303;0,0;57,2
PR1_SLF_106;Schleswig-Flensburg;Schleswig-Flensburg;Schuby,Silberstedt;Schuby,Silberstedt;140,9;137,0;WKA in Betrieb;WKA in Betrieb;[54.5163419, 9.4255576];[54.5163419, 9.4255576];2303;54,85;82,15
PR1_SLF_108;Schleswig-Flensburg;-;Schuby;-;19,0;0,0;-;-;[54.5158197, 9.4800114];[0, 0];2303;0,0;0,0
PR1_SLF_109;Schleswig-Flensburg;Schleswig-Flensburg;Ellingstedt,Schuby,Silberstedt;Ellingstedt,Schuby,Silberstedt;207,6;184,3;WKA in Betrieb;WKA in Betrieb;[54.5024466, 9.4202102];[54.5024466, 9.4202102];2303;27,144;157,156
PR1_SLF_110;Schleswig-Flensburg;Schleswig-Flensburg;BÃ¶rm,Klein Bennebek;BÃ¶rm,Klein Bennebek;269,9;82,5;-;-;[54.4009137, 9.4200374];[54.4009137, 9.4200374];2303;0,0;82,5
PR1_SLF_112;Schleswig-Flensburg;Schleswig-Flensburg;Alt Bennebek,BÃ¶rm,Klein Bennebek;BÃ¶rm,Klein Bennebek;263,5;48,5;-;-;[54.3933491, 9.4242294];[54.4009137, 9.4200374];2303;0,0;48,5
PR1_SLF_114;Schleswig-Flensburg;Schleswig-Flensburg;Alt Bennebek,Klein Bennebek,Kropp;Alt Bennebek,Klein Bennebek;436,0;210,3;-;-;[54.3972027, 9.4662322];[54.3900236, 9.4446791];2303;0,0;210,3
PR1_SLF_115;Schleswig-Flensburg;Schleswig-Flensburg;Kropp,Tetenhusen;Kropp,Tetenhusen;102,7;78,1;-;-;[54.3805683, 9.5051677];[54.3805683, 9.5051677];2303;0,0;78,1
PR1_SLF_116;Schleswig-Flensburg;-;Alt Bennebek,Kropp,Tetenhusen;-;338,0;0,0;-;-;[54.3797855, 9.480983];[0, 0];2303;0,0;0,0
PR1_SLF_117;Schleswig-Flensburg;-;SÃ¼derstapel;-;20,8;0,0;-;-;[54.3414083, 9.1991096];[0, 0];2303;0,0;0,0
PR1_SLF_118;Schleswig-Flensburg;-;Delve,SÃ¼derstapel;-;29,8;0,0;-;-;[54.3414083, 9.1991096];[0, 0];2303;0,0;0,0
PR1_SLF_120;Schleswig-Flensburg;-;Erfde;-;18,3;0,0;-;-;[54.3090268, 9.3174331];[0, 0];2303;0,0;0,0
PR1_SLF_121;Schleswig-Flensburg;-;Erfde,Tielen;-;151,5;0,0;-;-;[54.2972743, 9.3261614];[0, 0];2303;0,0;0,0
PR1_SLF_122;Schleswig-Flensburg;-;Erfde,Tielen;-;58,8;0,0;-;-;[54.2972743, 9.3261614];[0, 0];2303;0,0;0,0
PR1_SLF_123;Schleswig-Flensburg;-;Erfde;-;36,3;0,0;-;-;[54.3090268, 9.3174331];[0, 0];2303;0,0;0,0
PR1_SLF_301;Schleswig-Flensburg;-;BÃ¶el;-;18,8;0,0;-;-;[54.6489903, 9.718764];[0, 0];5930;0,0;0,0
PR1_SLF_311;Schleswig-Flensburg;-;HÃ¼sby,Schuby;-;151,8;0,0;-;-;[54.5065502, 9.4826252];[0, 0];2303;0,0;0,0
PR1_SLF_313;Schleswig-Flensburg;-;Silberstedt;-;85,9;0,0;-;-;[54.5168642, 9.3711038];[0, 0];2303;0,0;0,0
PR1_SLF_317;Schleswig-Flensburg;-;Erfde,SÃ¼derstapel;-;434,1;0,0;-;-;[54.3252175, 9.2582713];[0, 0];2303;0,0;0,0
PR1_SLF_401;Schleswig-Flensburg;Schleswig-Flensburg;Bramstedtlund,Holt,Weesby;Bramstedtlund,Weesby;504,1;52,4;WKA in Betrieb;-;[54.8209197, 9.149585];[54.8308228, 9.1519667];2907;0,0;52,4
PR1_SLF_403;Schleswig-Flensburg;-;Silberstedt;-;24,0;0,0;-;-;[54.5168642, 9.3711038];[0, 0];2303;0,0;0,0
PR1_SLF_404;Schleswig-Flensburg;-;GroÃsolt,Havetoft;-;71,0;0,0;-;-;[54.6752153, 9.5162642];[0, 0];1379;0,0;0,0
PR1_SLF_405;Schleswig-Flensburg;-;Havetoft,Mittelangeln;-;28,6;0,0;-;-;[54.6631309, 9.5575834];[0, 0];1379;0,0;0,0
PR1_SLF_406;Schleswig-Flensburg;-;SÃ¶rup;-;17,7;0,0;-;-;[54.7169361, 9.6673591];[0, 0];1379;0,0;0,0
PR1_SLF_407;Schleswig-Flensburg;-;Steinberg,Steinbergkirche;-;20,4;0,0;-;-;[54.7565223, 9.7716068];[0, 0];5930;0,0;0,0
PR1_SLF_408;Schleswig-Flensburg;-;Saustrup;-;17,0;0,0;-;-;[54.6722909, 9.7699703];[0, 0];5930;0,0;0,0
PR1_SLF_409;Schleswig-Flensburg;-;Osterby;-;24,9;0,0;-;-;[54.798971, 9.2151222];[0, 0];1379;0,0;0,0
PR1_SLF_410;Schleswig-Flensburg;-;Niesgrau,Steinberg,Sterup;-;23,0;0,0;-;-;[54.7431775, 9.7788535];[0, 0];5930;0,0;0,0
PR1_SLF_411;Schleswig-Flensburg;-;Grundhof,SÃ¶rup;-;22,5;0,0;-;-;[54.7451561, 9.6606131];[0, 0];1379;0,0;0,0
PR1_SLF_501;Schleswig-Flensburg;Schleswig-Flensburg;Schnarup-Thumby;Schnarup-Thumby;50,1;21,2;-;-;[54.65, 9.65];[54.65, 9.65];1379;0,0;21,2
PR3_STE_001;Steinburg;-;Gokels,Seefeld,Warringholz;-;53,9;0,0;-;-;[54.0737539, 9.4713091];[0, 0];2429;0,0;0,0
PR3_STE_002;Steinburg;-;Puls,Reher;-;101,7;0,0;-;-;[54.0744797, 9.5481698];[0, 0];2429;0,0;0,0
PR3_STE_003;Steinburg;-;Osterstedt,Reher,Wapelfeld;-;88,6;0,0;-;-;[54.0676783, 9.5747022];[0, 0];2429;0,0;0,0
PR3_STE_004;Steinburg;-;Puls;-;21,7;0,0;-;-;[54.081281, 9.5216373];[0, 0];2429;0,0;0,0
PR3_STE_005;Steinburg;Steinburg;Christinenthal,Oldenborstel,Puls;Christinenthal,Oldenborstel,Puls;106,0;78,0;WKA in Betrieb;WKA in Betrieb;[54.0656825, 9.5224694];[54.0656825, 9.5224694];2429;78,192;-0,19199999999999307
PR3_STE_006;Steinburg;-;AasbÃ¼ttel,Oldenborstel,Puls,Schenefeld,Warringholz;-;169,1;0,0;-;-;[54.0662066, 9.4861473];[0, 0];2429;0,0;0,0
PR3_STE_008;Steinburg;Steinburg;Besdorf,Bokhorst;Besdorf,Bokhorst;51,6;51,6;WKA in Betrieb;WKA in Betrieb;[54.0542947, 9.383257];[54.0542947, 9.383257];4039;48,735;2,865000000000002
PR3_STE_009;Steinburg;-;Meezen,Poyenberg;-;38,7;0,0;-;-;[54.0412803, 9.6898132];[0, 0];2429;0,0;0,0
PR3_STE_010;Steinburg;Steinburg;Holstenniendorf;Holstenniendorf;61,1;28,9;-;-;[54.0475721, 9.3281253];[54.0475721, 9.3281253];4039;0,0;28,9
PR3_STE_011;Steinburg;-;Grauel,Poyenberg,Silzen;-;208,1;0,0;-;-;[54.0370319, 9.6611857];[0, 0];2429;0,0;0,0
PR3_STE_012;Steinburg;Steinburg;Christinenthal,Peissen,Reher;Christinenthal,Peissen,Reher;462,7;262,0;WKA in Betrieb;WKA in Betrieb;[54.0510694, 9.566999];[54.0510694, 9.566999];2429;89,71;172,29000000000002
PR3_STE_013;Steinburg;Steinburg;Bokelrehm,Bokhorst,NienbÃ¼ttel,Schenefeld;Bokelrehm;57,4;33,1;WKA in Betrieb;WKA in Betrieb;[54.0444391, 9.4217411];[54.0399383, 9.3886602];4039;0,0;33,1
PR3_STE_015;Steinburg;-;Agethorst,Bokelrehm,Hadenfeld,NienbÃ¼ttel,;-;3,0;0,0;-;-;[54.0135232, 9.4427838];[0, 0];2429;0,0;0,0
PR3_STE_016;Steinburg;-;Silzen;-;18,0;0,0;-;-;[54.0327834, 9.6325582];[0, 0];2429;0,0;0,0
PR3_STE_017;Steinburg;-;Besdorf,Gribbohm,Holstenniendorf;-;42,9;0,0;-;-;[54.0421799, 9.3474501];[0, 0];4039;0,0;0,0
PR3_STE_018;Steinburg;-;Sarlhusen;-;29,6;0,0;-;-;[54.0233899, 9.7915746];[0, 0];2429;0,0;0,0
PR3_STE_019;Steinburg;Steinburg;Looft,PÃ¶schendorf;Looft;196,9;125,9;-;-;[54.0352496, 9.5035209];[54.0333, 9.51667];2429;0,0;125,9
PR3_STE_020;Steinburg;-;Poyenberg;-;27,1;0,0;-;-;[54.0412803, 9.6898132];[0, 0];2429;0,0;0,0
PR3_STE_021;Steinburg;-;Peissen,Silzen;-;38,3;0,0;-;-;[54.032572, 9.6132834];[0, 0];2429;0,0;0,0
PR3_STE_022;Steinburg;Steinburg;Gribbohm,Holstenniendorf;Gribbohm;87,0;21,5;-;-;[54.0382698, 9.3378402];[54.0289675, 9.3475551];4039;0,0;21,5
PR3_STE_023;Steinburg;-;Hennstedt,Poyenberg;-;34,1;0,0;-;-;[54.0350465, 9.7064105];[0, 0];2429;0,0;0,0
PR3_STE_024;Steinburg;-;PÃ¶schendorf;-;23,3;0,0;-;-;[54.0371992, 9.4903717];[0, 0];2429;0,0;0,0
PR3_STE_025;Steinburg;-;Fitzbek,Sarlhusen,Willenscharen;-;98,0;0,0;-;-;[54.0147063, 9.7860164];[0, 0];2429;0,0;0,0
PR3_STE_026;Steinburg;-;Drage;-;17,7;0,0;-;-;[54.0192301, 9.5174791];[0, 0];2429;0,0;0,0
PR3_STE_027;Steinburg;Steinburg;Arpsdorf,Brokstedt,Willenscharen;Brokstedt,Willenscharen;370,9;226,7;WKA in Betrieb;WKA in Betrieb;[54.0000834, 9.8038952];[54.0000834, 9.8038952];2429;0,0;226,7
PR3_STE_029;Steinburg;Steinburg;Gribbohm,Vaale,Wacken;Gribbohm,Vaale,Wacken;102,7;30,9;-;-;[54.0167788, 9.3670019];[54.0167788, 9.3670019];4039;0,0;30,9
PR3_STE_030;Steinburg;-;Agethorst,Mehlbek;-;23,1;0,0;-;-;[54.0115088, 9.4351821];[0, 0];2429;0,0;0,0
PR3_STE_031;Steinburg;-;Hohenlockstedt,Peissen,Silzen;-;45,5;0,0;-;-;[54.0201289, 9.614487];[0, 0];2429;0,0;0,0
PR3_STE_033;Steinburg;-;Kaaks,Mehlbek;-;43,7;0,0;-;-;[53.9967857, 9.452818];[0, 0];2429;0,0;0,0
PR3_STE_034;Steinburg;-;Hohenlockstedt;-;49,2;0,0;-;-;[53.9952428, 9.6168941];[0, 0];2429;0,0;0,0
PR3_STE_036;Steinburg;-;Hohenlockstedt;-;57,9;0,0;-;-;[53.9952428, 9.6168941];[0, 0];2429;0,0;0,0
