ID;KreisPot;KreisVor;StadtPot;StadtVor;haPot;haVor;WKAPot;WKAVor;Coords Pot;Coords Vor
PR3_OHS_010;Ostholstein;Ostholstein;Gremersdorf,Heiligenhafen;Heiligenhafen;93.3;19. Sep;-;-;[54.3497369, 10.9554449];[54.3668891, 10.9786448]
PR3_OHS_011;Ostholstein;-;Gremersdorf,Großenbrode,Heiligenhafen;-;45.0;0.0;-;-;[54.3536884, 10.9982149];[0, 0]
PR3_OHS_012;Ostholstein;Ostholstein;Gremersdorf,Großenbrode,Neukirchen;Gremersdorf,Großenbrode,Neukirchen;218.2;181.7;WKA in Betrieb;WKA in Betrieb;[54.3393331, 11.010612];[54.3393331, 11.010612]
PR3_OHS_013;Ostholstein;-;Neukirchen;-;15. Sep;0.0;-;-;[54.3238233, 11.0158359];[0, 0]
PR3_OHS_014;Ostholstein;-;Gremersdorf;-;68.2;0.0;-;-;[54.3325847, 10.932245];[0, 0]
PR3_OHS_015;Ostholstein;Ostholstein;Gremersdorf;Gremersdorf;84.7;34.7;WKA in Betrieb;WKA in Betrieb;[54.3325847, 10.932245];[54.3325847, 10.932245]
PR3_OHS_017;Ostholstein;-;Gremersdorf;-;23. Jan;0.0;-;-;[54.3325847, 10.932245];[0, 0]
PR3_OHS_018;Ostholstein;-;Neukirchen;-;79.9;0.0;-;-;[54.3238233, 11.0158359];[0, 0]
PR3_OHS_019;Ostholstein;-;Heringsdorf,Neukirchen;-;22. Jun;0.0;-;-;[54.3119318, 11.0104798];[0, 0]
PR3_OHS_020;Ostholstein;-;Oldenburg in Holstein;-;42.0;0.0;-;-;[54.2922574, 10.8809805];[0, 0]
PR3_OHS_021;Ostholstein;Ostholstein;Göhl,Gremersdorf,Heringsdorf;Göhl,Gremersdorf;167.7;61.8;WKA in Betrieb;WKA in Betrieb;[54.306248, 10.9591107];[54.3093519, 10.9361042]
PR3_OHS_022;Ostholstein;Ostholstein;Heringsdorf,Neukirchen;Heringsdorf,Neukirchen;114.6;44.6;WKA in Betrieb;WKA in Betrieb;[54.3119318, 11.0104798];[54.3119318, 11.0104798]
PR3_OHS_023;Ostholstein;-;Wangels;-;24. Aug;0.0;-;-;[54.2733206, 10.7663663];[0, 0]
PR3_OHS_024;Ostholstein;-;Wangels;-;67.7;0.0;-;-;[54.2733206, 10.7663663];[0, 0]
PR3_OHS_025;Ostholstein;Ostholstein;Wangels;Wangels;96.7;96.7;WKA in Betrieb;WKA in Betrieb;[54.2733206, 10.7663663];[54.2733206, 10.7663663]
PR3_OHS_026;Ostholstein;-;Oldenburg in Holstein,Wangels;-;54.0;0.0;-;-;[54.282789, 10.8236734];[0, 0]
PR3_OHS_027;Ostholstein;Ostholstein;Wangels;Wangels;22. Mrz;22. Mrz;-;-;[54.2733206, 10.7663663];[54.2733206, 10.7663663]
PR3_OHS_028;Ostholstein;Ostholstein;Göhl,Heringsdorf;Göhl,Heringsdorf;384.2;306.5;-;-;[54.2930797, 10.9725435];[54.2930797, 10.9725435]
PR3_OHS_029;Ostholstein;Ostholstein;Wangels;Wangels;71.7;36.9;-;-;[54.2733206, 10.7663663];[54.2733206, 10.7663663]
PR3_OHS_030;Ostholstein;-;Wangels;-;47.6;0.0;-;-;[54.2733206, 10.7663663];[0, 0]
PR3_OHS_033;Ostholstein;Ostholstein;Harmsdorf,Lensahn,Oldenburg in Holstein;Harmsdorf,Lensahn;180.8;78.5;-;-;[54.2511533, 10.8664765];[54.2306012, 10.8592244]
PR3_OHS_035;Ostholstein;Ostholstein;Damlos;Damlos;22. Jun;22. Jun;-;-;[54.2443892, 10.9053011];[54.2443892, 10.9053011]
PR3_OHS_037;Ostholstein;Ostholstein;Grömitz,Kabelhorst,Riepsdorf;Grömitz,Kabelhorst,Riepsdorf;153.0;121.5;WKA in Betrieb;WKA in Betrieb;[54.1949746, 10.9512548];[54.1949746, 10.9512548]
PR3_OHS_040;Ostholstein;Ostholstein;Grömitz,Riepsdorf;Grömitz,Riepsdorf;108.4;95.0;WKA in Betrieb;WKA in Betrieb;[54.184209, 10.9651286];[54.184209, 10.9651286]
PR3_OHS_041;Ostholstein;Ostholstein;Grömitz,Riepsdorf;Grömitz,Riepsdorf;85.8;34.8;-;-;[54.184209, 10.9651286];[54.184209, 10.9651286]
PR3_OHS_044;Ostholstein;-;Beschendorf;-;16.0;0.0;-;-;[54.1834961, 10.8751201];[0, 0]
PR3_OHS_045;Ostholstein;-;Lensahn;-;58.0;0.0;-;-;[54.2208531, 10.8859981];[0, 0]
PR3_OHS_047;Ostholstein;Ostholstein;Schönwalde am Bungsberg;Schönwalde am Bungsberg;57.2;57.2;WKA in Betrieb;WKA in Betrieb;[54.1876023, 10.7532065];[54.1876023, 10.7532065]
PR3_OHS_048;Ostholstein;-;Beschendorf,Grömitz,Manhagen,Schashagen;-;98.5;0.0;-;-;[54.1645042, 10.9086379];[0, 0]
PR3_OHS_049;Ostholstein;Ostholstein;Altenkrempe,Schönwalde am Bungsberg;Altenkrempe,Schönwalde amBungsberg;41.8;34.9;WKA in Betrieb;WKA in Betrieb;[54.1596495, 10.7903467];[54.1316968, 10.8274868]
PR3_OHS_050;Ostholstein;Ostholstein;Grömitz,Schashagen;Schashagen;142.4;97.9;WKA in Betrieb;WKA in Betrieb;[54.1390792, 10.9224571];[54.1340488, 10.8860643]
PR3_OHS_051;Ostholstein;-;Altenkrempe;-;48.1;0.0;-;-;[54.1316968, 10.8274868];[0, 0]
PR3_OHS_052;Ostholstein;Ostholstein;Grömitz,Schashagen;Grömitz,Schashagen;178.0;161.3;-;-;[54.1390792, 10.9224571];[54.1390792, 10.9224571]
PR3_OHS_053;Ostholstein;-;Altenkrempe;-;25. Mai;0.0;-;-;[54.1316968, 10.8274868];[0, 0]
PR3_OHS_054;Ostholstein;-;Süsel;-;50.4;0.0;-;-;[54.0791463, 10.7132522];[0, 0]
PR3_OHS_055;Ostholstein;-;Süsel;-;49.0;0.0;-;-;[54.0791463, 10.7132522];[0, 0]
PR3_OHS_056;Ostholstein;-;Bosau;-;86.3;0.0;-;-;[54.1041743, 10.4300895];[0, 0]
PR3_OHS_057;Ostholstein;Ostholstein;Bosau;Bosau;252.2;43.3;-;-;[54.1041743, 10.4300895];[54.1041743, 10.4300895]
PR3_OHS_059;Ostholstein;Ostholstein;Ahrensbök,Bosau,Glasau,Süsel;Ahrensbök,Bosau,Glasau;410.2;99.4;-;-;[54.0655021, 10.5478255];[54.0609541, 10.4926833]
PR3_OHS_060;Ostholstein;-;Bosau,Glasau;-;273.7;0.0;-;-;[54.088008, 10.4657361];[0, 0]
PR3_OHS_061;Ostholstein;-;Bosau;-;106.1;0.0;-;-;[54.1041743, 10.4300895];[0, 0]
PR3_OHS_062;Ostholstein;Ostholstein;Scharbeutz,Süsel;Scharbeutz,Süsel;339.4;298.6;WKA in Betrieb;WKA in Betrieb;[54.0528901, 10.7346001];[54.0528901, 10.7346001]
PR3_OHS_063;Ostholstein;-;Ahrensbök,Scharbeutz,Süsel;-;73.0;0.0;-;-;[54.0375422, 10.671926];[0, 0]
PR3_OHS_064;Ostholstein;-;Ahrensbök;-;84.7;0.0;-;-;[54.0068462, 10.5465776];[0, 0]
PR3_OHS_065;Ostholstein;-;Ahrensbök,Scharbeutz;-;164.3;0.0;-;-;[54.0167401, 10.6512628];[0, 0]
PR3_OHS_066;Ostholstein;-;Ahrensbök;-;21.0;0.0;-;-;[54.0068462, 10.5465776];[0, 0]
PR3_OHS_067;Ostholstein;-;Ahrensbök;-;33.4;0.0;-;-;[54.0068462, 10.5465776];[0, 0]
PR3_OHS_068;Ostholstein;Ostholstein;Scharbeutz;Scharbeutz;37.7;35.6;WKA in Betrieb;WKA in Betrieb;[54.026634, 10.7559481];[54.026634, 10.7559481]
PR3_OHS_069;Ostholstein;Ostholstein;Ahrensbök,Scharbeutz;Ahrensbök,Scharbeutz;117.4;116.4;WKA in Betrieb;WKA in Betrieb;[54.0167401, 10.6512628];[54.0167401, 10.6512628]
PR3_OHS_070;Ostholstein;-;Ahrensbök;-;18. Apr;0.0;-;-;[54.0068462, 10.5465776];[0, 0]
PR3_OHS_071;Ostholstein;-;Ahrensbök;-;58.4;0.0;-;-;[54.0068462, 10.5465776];[0, 0]
PR3_OHS_072;Ostholstein;Ostholstein;Ratekau,Timmendorfer Strand;Ratekau;108.4;18. Jul;-;-;[53.9752864, 10.7550297];[53.9523876, 10.7301577]
PR3_OHS_074;Ostholstein;Ostholstein;Ratekau,Scharbeutz,Stockelsdorf;Ratekau,Scharbeutz;99.7;29. Jul;-;-;[53.9590666, 10.7099582];[53.9895108, 10.7430529]
PR3_OHS_075;Ostholstein;-;Ahrensbök;-;32.8;0.0;-;-;[54.0068462, 10.5465776];[0, 0]
PR3_OHS_076;Ostholstein;Ostholstein;Ahrensbök;Ahrensbök;113.5;94.8;WKA in Betrieb;WKA in Betrieb;[54.0068462, 10.5465776];[54.0068462, 10.5465776]
PR3_OHS_077;Ostholstein;Ostholstein;Ratekau;Ratekau;35.8;31.0;WKA in Betrieb;WKA in Betrieb;[53.9523876, 10.7301577];[53.9523876, 10.7301577]
PR3_OHS_078;Ostholstein;-;Stockelsdorf;-;79.7;0.0;WKA in Betrieb;-;[53.8981783, 10.6437687];[0, 0]
PR3_OHS_079;Ostholstein;-;Stockelsdorf;-;37.9;0.0;-;-;[53.8981783, 10.6437687];[0, 0]
PR3_OHS_080;Ostholstein;Ostholstein;Stockelsdorf;Stockelsdorf;37.6;37.6;-;-;[53.8981783, 10.6437687];[53.8981783, 10.6437687]
PR3_OHS_081;Ostholstein;Ostholstein;Stockelsdorf;Stockelsdorf;85.8;18. Mrz;-;-;[53.8981783, 10.6437687];[53.8981783, 10.6437687]
PR3_OHS_301;Ostholstein;-;Großenbrode;-;60.8;0.0;-;-;[54.3615914, 11.083755];[0, 0]
PR3_OHS_302;Ostholstein;-;Heringsdorf;-;78.8;0.0;-;-;[54.3000403, 11.0051236];[0, 0]
PR3_OHS_304;Ostholstein;-;Dahme,Grube;-;27. Mrz;0.0;-;-;[54.2272072, 11.0597725];[0, 0]
PR3_OHS_305;Ostholstein;-;Neustadt in Holst.,Schashagen;-;188.6;0.0;-;-;[54.1340488, 10.8860643];[0, 0]
PR3_OHS_306;Ostholstein;-;Bad Schwartau,Stockelsdorf;-;18. Jul;0.0;-;-;[53.9089109, 10.670819];[0, 0]
PR3_OHS_401;Ostholstein;-;Ahrensbök,Wensin;-;37.1;0.0;-;-;[54.0068462, 10.5465776];[0, 0]
PR3_OHS_402;Ostholstein;-;Ahrensbök;-;13. Mai;0.0;-;-;[54.0068462, 10.5465776];[0, 0]
PR3_OHS_403;Ostholstein;-;Altenkrempe;-;172.0;0.0;-;-;[54.1316968, 10.8274868];[0, 0]
PR3_OHS_405;Ostholstein;-;Grömitz;-;232.2;0.0;-;-;[54.1441095, 10.9588499];[0, 0]
PR3_OHS_406;Ostholstein;Ostholstein;Grömitz,Grube,Riepsdorf;Grömitz,Grube;51.5;21. Mai;-;-;[54.2004836, 10.9881831];[54.1885712, 10.9965711]
PR3_OHS_408;Ostholstein;-;Wangels;-;16. Jun;0.0;-;-;[54.2733206, 10.7663663];[0, 0]
PR3_OHS_409;Ostholstein;-;Gremersdorf;-;67.8;0.0;-;-;[54.3325847, 10.932245];[0, 0]
PR3_OHS_420;Ostholstein;Ostholstein;Fehmarn;Fehmarn;185.5;121.5;WKA in Betrieb;WKA in Betrieb;[54.4687375, 11.1340848];[54.4687375, 11.1340848]
PR3_OHS_421;Ostholstein;-;Fehmarn;-;95.1;0.0;-;-;[54.4687375, 11.1340848];[0, 0]
PR3_OHS_501;Ostholstein;-;Fehmarn;-;21. Jul;0.0;WKA in Betrieb;-;[54.4687375, 11.1340848];[0, 0]
PR3_OHS_502;Ostholstein;-;Fehmarn;-;81.8;0.0;-;-;[54.4687375, 11.1340848];[0, 0]
PR3_OHS_503;Ostholstein;-;Sierksdorf,Süsel;-;83.3;0.0;-;-;[54.0729579, 10.7413488];[0, 0]
PR3_PIN_001;Pinneberg;Pinneberg;Bokel;Bokel;44.3;21. Aug;-;-;[53.8667, 9.73333];[53.8667, 9.73333]
PR3_PIN_002;Pinneberg;-;Bokel;-;30. Mai;0.0;-;-;[53.8667, 9.73333];[0, 0]
PR3_PIN_003;Pinneberg;-;Bokel,Brande-Hörnerkirchen,Lutzhorn;-;176.6;0.0;-;-;[53.8476352, 9.7417358];[0, 0]
PR3_PIN_004;Pinneberg;-;Heede;-;22. Sep;0.0;-;-;[53.7833, 9.8];[0, 0]
PR3_PIN_005;Pinneberg;Pinneberg;Raa-Besenbek;Raa-Besenbek;54.0;54.0;-;-;[53.755585, 9.6025433];[53.755585, 9.6025433]
PR3_PIN_006;Pinneberg;Pinneberg;Raa-Besenbek;Raa-Besenbek;47.5;47.5;-;-;[53.755585, 9.6025433];[53.755585, 9.6025433]
PR3_PIN_007;Pinneberg;-;Seester;-;65.2;0.0;-;-;[53.7175933, 9.5972582];[0, 0]
PR3_PIN_008;Pinneberg;-;Groß Nordende,Neuendeich,Seester,Uetersen;-;221.1;0.0;-;-;[53.6946773, 9.630157];[0, 0]
PR3_PIN_009;Pinneberg;Pinneberg;Groß Nordende,Neuendeich,Uetersen;Neuendeich,Uetersen;115.7;57.9;WKA in Betrieb;WKA in Betrieb;[53.6870387, 9.6411232];[53.6805581, 9.6366848]
PR3_PIN_301;Pinneberg;-;Raa-Besenbek;-;116.6;0.0;-;-;[53.755585, 9.6025433];[0, 0]
PR3_PIN_302;Pinneberg;-;Haselau,Haseldorf;-;121.0;0.0;-;-;[53.6473407, 9.6092259];[0, 0]
PR3_PIN_303;Pinneberg;-;Haseldorf;-;24. Feb;0.0;-;-;[53.6342209, 9.5961692];[0, 0]
PR3_PIN_304;Pinneberg;-;Haseldorf,Heist,Hetlingen,Holm;-;197.1;0.0;-;-;[53.6287321, 9.6432132];[0, 0]
PR3_PIN_401;Pinneberg;-;Seestermühe;-;59.3;0.0;-;-;[53.7041688, 9.5639384];[0, 0]
PR3_PIN_402;Pinneberg;-;Seestermühe;-;53.9;0.0;-;-;[53.7041688, 9.5639384];[0, 0]
PR3_PIN_501;Pinneberg;-;Moorrege;-;20. Mai;0.0;-;-;[53.6670781, 9.6706783];[0, 0]
PR2_PLO_001;Plön;Plön;Bendfeld,Schwartbuck,Stakendorf;Bendfeld,Schwartbuck,Stakendorf;179.2;60.6;-;-;[54.3697652, 10.4409759];[54.3697652, 10.4409759]
PR2_PLO_002;Plön;Plön;Fahren,Fiefbergen,Passade;Fahren,Fiefbergen,Passade;87.1;72.6;WKA in Betrieb;WKA in Betrieb;[54.3656723, 10.3323404];[54.3656723, 10.3323404]
PR2_PLO_003;Plön;-;Heikendorf;-;23. Jul;0.0;-;-;[54.3692543, 10.2026135];[0, 0]
PR2_PLO_004;Plön;-;Köhn,Schwartbuck;-;82.2;0.0;-;-;[54.3514189, 10.4675807];[0, 0]
PR2_PLO_005;Plön;Plön;Heikendorf;Heikendorf;20. Mai;20. Mai;-;-;[54.3692543, 10.2026135];[54.3692543, 10.2026135]
PR2_PLO_006;Plön;Plön;Bendfeld,Fargau-Pratjau,Höhndorf,Krummbek,Stoltenberg;Krummbek;351.9;27. Apr;-;-;[54.3572053, 10.3852686];[54.3792336, 10.4016095]
PR2_PLO_007;Plön;-;Fahren,Höhndorf,Stoltenberg;-;19. Mai;0.0;-;-;[54.3557048, 10.3517692];[0, 0]
PR2_PLO_008;Plön;-;Heikendorf,Probsteierhagen;-;40.8;0.0;-;-;[54.3654121, 10.2444239];[0, 0]
PR2_PLO_009;Plön;-;Köhn;-;54.1;0.0;-;-;[54.3448871, 10.455848];[0, 0]
PR2_PLO_010;Plön;-;Fargau-Pratjau;-;102.8;0.0;-;-;[54.3259862, 10.3879623];[0, 0]
PR2_PLO_011;Plön;-;Fargau-Pratjau,Stoltenberg;-;60.3;0.0;-;-;[54.3348732, 10.3670358];[0, 0]
PR2_PLO_028;Plön;-;Bosau,Bösdorf;-;110.2;0.0;-;-;[54.1400045, 10.4899217];[0, 0]
PR2_PLO_029;Plön;-;Bosau,Bösdorf;-;107.0;0.0;-;-;[54.1400045, 10.4899217];[0, 0]
PR2_PLO_030;Plön;Plön;Rendswühren,Ruhwinkel,Schillsdorf;Rendswühren,Ruhwinkel,Schillsdorf;271.0;168.6;WKA in Betrieb;WKA in Betrieb;[54.0936119, 10.175391];[54.0936119, 10.175391]
PR2_PLO_031;Plön;-;Schillsdorf;-;48.1;0.0;-;-;[54.1140799, 10.1258122];[0, 0]
PR2_PLO_032;Plön;Plön;Bönebüttel,Rendswühren;Bönebüttel;213.1;51.6;-;-;[54.0764448, 10.119592];[54.0792518, 10.0588094]
PR2_PLO_302;Plön;-;Großharrie,Negenharrie;-;150.8;0.0;-;-;[54.1188393, 10.0485857];[0, 0]
PR2_PLO_303;Plön;Plön;Bönebüttel,Großharrie,Schillsdorf,Tasdorf;Bönebüttel,Großharrie,Schillsdorf,Tasdorf;189.7;131.7;-;-;[54.1019319, 10.0661281];[54.1019319, 10.0661281]
PR2_PLO_304;Plön;-;Bönebüttel;-;26. Sep;0.0;-;-;[54.0792518, 10.0588094];[0, 0]
PR2_PLO_305;Plön;-;Bönebüttel;-;32.3;0.0;-;-;[54.0792518, 10.0588094];[0, 0]
PR2_PLO_306;Plön;Plön;Bönebüttel,Groß Kummerfeld;Bönebüttel;103.6;24. Sep;-;-;[54.0792518, 10.0588094];[54.0792518, 10.0588094]
PR2_PLO_501;Plön;-;Krummbek,Stakendorf;-;16. Jan;0.0;-;-;[54.3832717, 10.4128159];[0, 0]
PR2_PLO_502;Plön;-;Großharrie,Schillsdorf;-;33.7;0.0;-;-;[54.1164596, 10.087199];[0, 0]
PR3_PLO_012;Plön;-;Wangels;-;26. Aug;0.0;-;-;[0, 0];[0, 0]
PR2_RDE_001;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Dörphof;Dörphof;101.9;51.6;-;-;[54.6184868, 9.9770988];[54.6184868, 9.9770988]
PR2_RDE_002;Rendsburg-Eckernförde;-;Damp,Dörphof,Thumby;-;114.7;0.0;-;-;[54.5955605, 9.9699323];[0, 0]
PR2_RDE_003;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Thumby;Thumby;146.5;64.8;-;-;[54.5848266, 9.9099874];[54.5848266, 9.9099874]
PR2_RDE_004;Rendsburg-Eckernförde;-;Holzdorf;-;44.6;0.0;-;-;[54.554442, 9.8965509];[0, 0]
PR2_RDE_005;Rendsburg-Eckernförde;-;Thumby;-;35.8;0.0;-;-;[54.5848266, 9.9099874];[0, 0]
PR2_RDE_006;Rendsburg-Eckernförde;-;Damp,Waabs;-;95.4;0.0;-;-;[54.5583016, 10.0053915];[0, 0]
PR2_RDE_007;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Damp,Waabs;Waabs;39.7;36.5;-;-;[54.5583016, 10.0053915];[54.5332352, 9.9880722]
PR2_RDE_008;Rendsburg-Eckernförde;-;Rieseby;-;131.5;0.0;-;-;[54.5412967, 9.8157764];[0, 0]
PR2_RDE_009;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Holzdorf,Loose,Rieseby;Loose,Rieseby;144.5;100.8;-;-;[54.5385731, 9.8667783];[54.5306387, 9.851892]
PR2_RDE_010;Rendsburg-Eckernförde;-;Kosel,Rieseby;-;60.4;0.0;-;-;[54.5234596, 9.7852077];[0, 0]
PR2_RDE_011;Rendsburg-Eckernförde;-;Loose,Rieseby;-;67.6;0.0;-;-;[54.5306387, 9.851892];[0, 0]
PR2_RDE_012;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Loose,Waabs;Loose,Waabs;368.9;166.9;-;-;[54.5266079, 9.9380399];[54.5266079, 9.9380399]
PR2_RDE_013;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Rieseby;Rieseby;21. Apr;05. Jul;-;-;[54.5412967, 9.8157764];[54.5412967, 9.8157764]
PR2_RDE_014;Rendsburg-Eckernförde;-;Barkelsby,Loose;-;126.8;0.0;-;-;[54.5103992, 9.8640491];[0, 0]
PR2_RDE_015;Rendsburg-Eckernförde;-;Barkelsby,Loose;-;91.2;0.0;-;-;[54.5103992, 9.8640491];[0, 0]
PR2_RDE_016;Rendsburg-Eckernförde;-;Barkelsby;-;30. Sep;0.0;-;-;[54.5008179, 9.8400907];[0, 0]
PR2_RDE_017;Rendsburg-Eckernförde;-;Schwedeneck;-;142.4;0.0;-;-;[54.4734013, 10.1038223];[0, 0]
PR2_RDE_019;Rendsburg-Eckernförde;-;Osdorf,Schwedeneck;-;18. Jan;0.0;-;-;[54.4513198, 10.0595125];[0, 0]
PR2_RDE_020;Rendsburg-Eckernförde;-;Dänischenhagen,Schwedeneck;-;76.3;0.0;-;-;[54.4503148, 10.1144637];[0, 0]
PR2_RDE_021;Rendsburg-Eckernförde;-;Neudorf-Bornstein,Osdorf;-;49.6;0.0;-;-;[54.4301478, 9.9792894];[0, 0]
PR2_RDE_022;Rendsburg-Eckernförde;-;Brekendorf;-;128.9;0.0;-;-;[54.4209945, 9.6311716];[0, 0]
PR2_RDE_023;Rendsburg-Eckernförde;-;Neudorf-Bornstein;-;72.8;0.0;-;-;[54.4310573, 9.9433761];[0, 0]
PR2_RDE_024;Rendsburg-Eckernförde;-;Goosefeld,Groß Wittensee;-;43.7;0.0;-;-;[54.4174886, 9.7923019];[0, 0]
PR2_RDE_025;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Altenhof,Goosefeld,Holtsee;Altenhof,Holtsee;215.3;161.6;WKA in Betrieb;WKA in Betrieb;[54.4206919, 9.8474598];[54.4162995, 9.8632783]
PR2_RDE_026;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Gettorf,Osdorf;Gettorf,Osdorf;41.7;16.0;-;-;[54.417267, 9.9968958];[54.417267, 9.9968958]
PR2_RDE_027;Rendsburg-Eckernförde;-;Groß Wittensee;-;15.0;0.0;-;-;[54.4055005, 9.7687811];[0, 0]
PR2_RDE_028;Rendsburg-Eckernförde;-;Gettorf,Lindau,Neudorf-Bornstein;-;49.9;0.0;-;-;[54.4069994, 9.9417974];[0, 0]
PR2_RDE_029;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Owschlag;Owschlag;125.5;81.2;WKA in Betrieb;WKA in Betrieb;[54.393739, 9.5910158];[54.393739, 9.5910158]
PR2_RDE_030;Rendsburg-Eckernförde;-;Haby,Holtsee;-;51.8;0.0;-;-;[54.3966177, 9.8370986];[0, 0]
PR2_RDE_032;Rendsburg-Eckernförde;-;Groß Wittensee,Klein Wittensee;-;44.8;0.0;-;-;[54.3984659, 9.7510341];[0, 0]
PR2_RDE_033;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Felm,Tüttendorf;Felm,Tüttendorf;133.0;117.3;WKA in Betrieb;WKA in Betrieb;[54.4011827, 10.0298351];[54.4011827, 10.0298351]
PR2_RDE_034;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Holtsee,Lindau,Neudorf-Bornstein;Holtsee,Lindau,Neudorf-Bornstein;67.0;56.0;WKA in Betrieb;WKA in Betrieb;[54.4048379, 9.9005026];[54.4048379, 9.9005026]
PR2_RDE_035;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Holtsee;Holtsee;90.8;74.9;-;-;[54.3988114, 9.8547044];[54.3988114, 9.8547044]
PR2_RDE_036;Rendsburg-Eckernförde;-;Holtsee;-;36.0;0.0;-;-;[54.3988114, 9.8547044];[0, 0]
PR2_RDE_037;Rendsburg-Eckernförde;-;Tüttendorf;-;32.9;0.0;-;-;[54.3922068, 9.9932757];[0, 0]
PR2_RDE_038;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Alt Duvenstedt,Owschlag;Owschlag;266.0;56.7;-;-;[54.3761713, 9.6173868];[54.393739, 9.5910158]
PR2_RDE_039;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Sehestedt;Sehestedt;33.6;32.6;WKA in Betrieb;WKA in Betrieb;[54.3667005, 9.8166689];[54.3667005, 9.8166689]
PR2_RDE_040;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Neuwittenbek,Tüttendorf;Neuwittenbek,Tüttendorf;85.1;42.9;-;-;[54.3799686, 10.0080265];[54.3799686, 10.0080265]
PR2_RDE_042;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Holtsee,Lindau;Holtsee,Lindau;146.8;88.9;-;-;[54.3917282, 9.8790658];[54.3917282, 9.8790658]
PR2_RDE_043;Rendsburg-Eckernförde;-;Lindau,Schinkel;-;17. Jan;0.0;-;-;[54.3701463, 9.9291103];[0, 0]
PR2_RDE_044;Rendsburg-Eckernförde;-;Owschlag;-;78.1;0.0;-;-;[54.393739, 9.5910158];[0, 0]
PR2_RDE_045;Rendsburg-Eckernförde;-;Bünsdorf;-;63.4;0.0;-;-;[54.3697645, 9.7432452];[0, 0]
PR2_RDE_046;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Bovenau;Bovenau;279.8;152.0;WKA in Betrieb;WKA in Betrieb;[54.3301544, 9.8288452];[54.3301544, 9.8288452]
PR2_RDE_047;Rendsburg-Eckernförde;-;Alt Duvenstedt,Borgstedt,Neu Duvenstedt,Rickert;-;129.6;0.0;-;-;[54.3452024, 9.6796498];[0, 0]
PR2_RDE_048;Rendsburg-Eckernförde;-;Borgstedt;-;18.0;0.0;-;-;[54.3333048, 9.7100898];[0, 0]
PR2_RDE_049;Rendsburg-Eckernförde;-;Alt Duvenstedt,Rickert;-;93.2;0.0;-;-;[54.3459519, 9.655214];[0, 0]
PR2_RDE_050;Rendsburg-Eckernförde;-;Bovenau;-;108.1;0.0;-;-;[54.3301544, 9.8288452];[0, 0]
PR2_RDE_051;Rendsburg-Eckernförde;-;Bovenau,Krummwisch;-;28. Jan;0.0;-;-;[54.3325231, 9.8632893];[0, 0]
PR2_RDE_052;Rendsburg-Eckernförde;-;Alt Duvenstedt,Rendsburg,Rickert;-;82.9;0.0;-;-;[54.3321913, 9.6583131];[0, 0]
PR2_RDE_053;Rendsburg-Eckernförde;-;Lohe-Föhrden;-;26. Aug;0.0;-;-;[54.3360338, 9.54112];[0, 0]
PR2_RDE_054;Rendsburg-Eckernförde;-;Bovenau,Ostenfeld (Rendsburg),Rade b.Rendsburg;-;55.6;0.0;-;-;[54.2497135, 9.7755315];[0, 0]
PR2_RDE_056;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Melsdorf,Quarnbek;Quarnbek;101.3;42.5;-;-;[54.3231251, 10.0073259];[54.3298252, 9.983987]
PR2_RDE_058;Rendsburg-Eckernförde;-;Bovenau,Ostenfeld (Rendsburg);-;22. Mai;0.0;-;-;[54.3233368, 9.8047365];[0, 0]
PR2_RDE_059;Rendsburg-Eckernförde;-;Fockbek;-;30. Mrz;0.0;-;-;[54.3065487, 9.6066841];[0, 0]
PR2_RDE_060;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Bredenbek,Haßmoor;Bredenbek,Haßmoor;93.0;85.7;-;-;[54.3079802, 9.8442229];[54.3079802, 9.8442229]
PR2_RDE_061;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Bredenbek,Haßmoor;Bredenbek,Haßmoor;53.8;19. Aug;-;-;[54.3079802, 9.8442229];[54.3079802, 9.8442229]
PR2_RDE_062;Rendsburg-Eckernförde;-;Schacht-Audorf,Schülldorf;-;95.5;0.0;-;-;[54.3070549, 9.7261667];[0, 0]
PR2_RDE_063;Rendsburg-Eckernförde;-;Westensee;-;128.3;0.0;-;-;[54.2756511, 9.9021081];[0, 0]
